"nr","time","veikla","grupe","paj","dsk","val","atlyg","ter","nace1","nace2"
2274,2007.5,70,3,,4,,12599,55,702000,682000
2274,2007.75,70,3,,4,,13221,55,702000,682000
2274,2008,70,3,,4.5,,16037,55,602410,494100
2274,2008.25,70,3,,5,,17769,55,602410,494100
2274,2008.5,70,3,,5,,15782,55,702000,682000
2274,2008.75,70,3,0,5,,15806,55,702000,682000
2287,2005,70,3,70872,13,4735,45121,55,631220,521000
2287,2005.25,70,3,54368,15,5584,49924,55,631220,521000
2287,2005.5,70,3,22997,15,5176,51660,55,702000,682000
2287,2005.75,70,3,29680,14,5014,53071,55,702000,682000
2287,2006,70,3,18224,8,1968,30419,55,631220,521000
2287,2006.25,70,3,7939,3.5,1307,19406,55,631220,521000
2287,2006.5,70,3,15228,3,783,11269,55,702000,682000
2287,2006.75,70,3,54178,3,990,11866,55,702000,682000
2287,2007,70,3,30394,3,783,12206,55,631220,521000
2287,2007.25,70,3,25010,3,740,12206,55,631220,521000
2287,2007.5,70,3,28445,3,605,9673,55,702000,682000
2287,2007.75,70,3,38254,3,567,10060,55,702000,682000
2287,2008,70,3,,3,,3185,55,631220,521000
2287,2008.25,70,3,,3,,7610,55,631220,521000
2287,2008.5,70,3,,3,,8450,55,702000,682000
2287,2008.75,70,3,0,3,,7719,55,702000,682000
2292,2005,70,3,450000,4,1572,14670,55,702000,682000
2292,2005.25,70,3,0,4,1504,13194,21,702000,682000
2292,2005.5,70,3,0,4,1608,13201,21,702000,682000
2292,2005.75,70,3,0,4,1600,1280,21,702000,682000
2292,2006,70,3,0,4,1488,13467,55,702000,682000
2292,2006.25,70,3,0,4,1504,13819,21,702000,682000
2292,2006.5,70,3,0,4,1494,14222,21,702000,682000
2292,2006.75,70,3,,4,,7605,21,702000,682000
2292,2007,70,3,,4,,7605,55,702000,682000
2292,2007.25,70,3,,4,,7605,21,702000,682000
2292,2007.5,70,3,,4,,7605,21,702000,682000
2292,2007.75,70,3,,4,,7605,21,702000,682000
2292,2008,70,3,,4,,7605,55,702000,682000
2292,2008.25,70,3,,4,,7605,21,702000,682000
2292,2008.5,70,3,,4,,5150,21,702000,682000
2292,2008.75,70,3,0,4,,11347,21,702000,682000
2297,2005,70,3,,,,,72,702000,682000
2297,2005.25,70,3,,,,,72,702000,682000
2297,2005.5,70,3,,,,,54,702000,682000
2297,2005.75,70,3,,,,,54,702000,682000
2297,2006,70,3,,3,,3964,72,702000,682000
2297,2006.25,70,3,,3,,3000,72,702000,682000
2297,2006.5,70,3,,3,,2881,54,702000,682000
2297,2006.75,70,3,,3,,3000,54,702000,682000
2297,2007,70,3,,3,,3952,72,702000,682000
2297,2007.25,70,3,,3,,3952,72,702000,682000
2297,2007.5,70,3,,2.5,,4200,54,702000,682000
2297,2007.75,70,3,,2,,4200,54,702000,682000
2297,2008,70,3,3878,2,619,4200,72,702000,682000
2297,2008.25,70,3,5234,2,619,5488,72,702000,682000
2297,2008.5,70,3,5558,2,619,4200,54,702000,682000
2297,2008.75,70,3,3574,2,513,2191,54,702000,682000
2314,2005,70,3,,,,,54,702000,682000
2314,2005.25,70,3,,,,,54,702000,682000
2314,2005.5,70,3,,,,,54,702000,682000
2314,2005.75,70,3,,,,,54,702000,682000
2314,2006,70,3,220974,11.5,3959,34100,54,702000,682000
2314,2006.25,70,3,76495,11.5,4768,31390,54,702000,682000
2314,2006.5,70,3,316351,12,5687,36242,54,702000,682000
2314,2006.75,70,3,138738,12,5766,49932,54,702000,682000
2314,2007,70,3,,12,,41924,54,702000,682000
2314,2007.25,70,3,,12,,41924,54,702000,682000
2314,2007.5,70,3,,12.5,,43215,54,702000,682000
2314,2007.75,70,3,,13,,60166,54,702000,682000
2314,2008,70,3,,13.5,,61389,54,702000,682000
2314,2008.25,70,3,,12.5,,70731,54,702000,682000
2314,2008.5,70,3,,12.5,,48229,54,702000,682000
2314,2008.75,70,3,0,12.5,,56939,54,702000,682000
2381,2005,70,3,,,,,19,702000,682000
2381,2005.25,70,3,,,,,19,702000,682000
2381,2005.5,70,3,,,,,19,702000,682000
2381,2005.75,70,3,,,,,19,702000,682000
2381,2006,70,3,2145833,9,2910,37382,19,702000,682000
2381,2006.25,70,3,2682293,9,2699,39649,19,702000,682000
2381,2006.5,70,3,2216140,9,2826,40931,19,702000,682000
2381,2006.75,70,3,2084967,12,5264,53727,19,702000,682000
2381,2007,70,3,1934063,11.5,3214,45079,19,702000,682000
2381,2007.25,70,3,3757550,12,2564,45079,19,702000,682000
2381,2007.5,70,3,3008842,8.5,2582,57361,19,702000,682000
2381,2007.75,70,3,1864423,9,3031,65550,19,702000,682000
2381,2008,70,3,2124317,9,3031,84408,19,702000,682000
2381,2008.25,70,3,4569494,9,2672,87079,19,702000,682000
2381,2008.5,70,3,2863316,10,3103,104066,19,702000,682000
2381,2008.75,70,3,1444226,12,3562,112019,19,702000,682000
2403,2005,70,3,,,,,53,702000,682000
2403,2005.25,70,3,,,,,53,702000,682000
2403,2005.5,70,3,,,,,53,702000,682000
2403,2005.75,70,3,,,,,53,702000,682000
2403,2006,70,3,,8,,13717,53,702000,682000
2403,2006.25,70,3,,8.5,,15781,53,702000,682000
2403,2006.5,70,3,,9,,17816,53,702000,682000
2403,2006.75,70,3,,9,,19459,53,702000,682000
2403,2007,70,3,150207,9,3480,18129,53,702000,682000
2403,2007.25,70,3,140515,9,3201,18129,53,702000,682000
2403,2007.5,70,3,138163,9,3233,25192,53,702000,682000
2403,2007.75,70,3,169961,9,2505,22636,53,702000,682000
2403,2008,70,3,169813,9,3319,23238,53,702000,682000
2403,2008.25,70,3,149908,9,3276,23333,53,702000,682000
2403,2008.5,70,3,115866,9,3011,25786,53,702000,682000
2403,2008.75,70,3,168769,8.5,3430,24990,53,702000,682000
2405,2005,70,3,392494,9,4756,17688,53,702000,682000
2405,2005.25,70,3,389988,14,4339,16555,53,702000,682000
2405,2005.5,70,3,308506,10,4996,20994,53,702000,682000
2405,2005.75,70,3,3071529,11,5064,21929,53,702000,682000
2405,2006,70,3,408850,11,5094,18368,53,702000,682000
2405,2006.25,70,3,534229,12.5,4578,19842,53,702000,682000
2405,2006.5,70,3,285221,12,3789,21835,53,702000,682000
2405,2006.75,70,3,1500852,18.5,9466,52023,53,702000,682000
2405,2007,70,3,471910,27,12766,75324,53,702000,682000
2405,2007.25,70,3,491546,27,12048,75324,53,702000,682000
2405,2007.5,70,3,495553,27.5,10834,78485,53,702000,682000
2405,2007.75,70,3,1755652,27.5,12728,78955,53,702000,682000
2405,2008,70,3,503577,32,13773,108332,53,702000,682000
2405,2008.25,70,3,1232896,37.5,16532,128855,53,702000,682000
2405,2008.5,70,3,492439,36,15426,138107,53,702000,682000
2405,2008.75,70,3,1717469,18.5,9311,98600,53,702000,682000
2506,2005,70,3,,,,,52,702000,682000
2506,2005.25,70,3,,,,,19,714000,772900
2506,2005.5,70,3,,,,,19,702000,682000
2506,2005.75,70,3,,,,,19,702000,682000
2506,2006,70,3,,3,,1895,52,702000,682000
2506,2006.25,70,3,,3,,1874,19,714000,772900
2506,2006.5,70,3,,3,,1963,19,702000,682000
2506,2006.75,70,3,,3,,1869,19,702000,682000
2506,2007,70,3,144666,3,116,1044,52,702000,682000
2506,2007.25,70,3,144666,3,68,1044,19,714000,772900
2506,2007.5,70,3,144983,3,84,352,19,702000,682000
2506,2007.75,70,3,165922,3.5,133,477,19,702000,682000
2506,2008,70,3,196751,5.5,749,28544,52,702000,682000
2506,2008.25,70,3,230298,7.5,1272,40679,19,714000,772900
2506,2008.5,70,3,261750,7.5,1285,47480,19,702000,682000
2506,2008.75,70,3,245858,8,1366,45844,19,702000,682000
2522,2005,70,3,990,5,830,2628,19,702000,682000
2522,2005.25,70,3,990,5,896,2690,19,702000,682000
2522,2005.5,70,3,1710,3,896,3180,19,702000,682000
2522,2005.75,70,3,1960,3,589,1980,19,702000,682000
2522,2006,70,3,,4.5,,3680,19,702000,682000
2522,2006.25,70,3,,4,,3180,19,702000,682000
2522,2006.5,70,3,,4,,3600,19,702000,682000
2522,2006.75,70,3,,4,,3600,19,702000,682000
2522,2007,70,3,3540,4,868,4020,19,702000,682000
2522,2007.25,70,3,3972,4,836,4020,19,702000,682000
2522,2007.5,70,3,3492,4,801,4511,19,702000,682000
2522,2007.75,70,3,3252,4,879,4500,19,702000,682000
2522,2008,70,3,,4,,5250,19,702000,682000
2522,2008.25,70,3,,4,,5250,19,702000,682000
2522,2008.5,70,3,,4,,4510,19,702000,682000
2522,2008.75,70,3,0,4,,5250,19,702000,682000
2523,2005,70,3,95140,5,488,8140,19,702000,682000
2523,2005.25,70,3,98760,5,512,8400,19,702000,682000
2523,2005.5,70,3,114727,5,511,9004,19,702000,682000
2523,2005.75,70,3,98219,5,2480,9000,19,702000,682000
2523,2006,70,3,98219,5,2274,9000,19,702000,682000
2523,2006.25,70,3,122163,4.5,2760,9765,19,702000,682000
2523,2006.5,70,3,119530,4,2080,10200,19,702000,682000
2523,2006.75,70,3,126877,4,1860,10200,19,702000,682000
2523,2007,70,3,,4,,9983,19,702000,682000
2523,2007.25,70,3,,4,,9983,19,702000,682000
2523,2007.5,70,3,,4.5,,12290,19,702000,682000
2523,2007.75,70,3,,5,,13123,19,702000,682000
2523,2008,70,3,,5,,14400,19,702000,682000
2523,2008.25,70,3,,4.5,,14690,19,702000,682000
2523,2008.5,70,3,,4,,12969,19,702000,682000
2523,2008.75,70,3,0,4,,13033,19,702000,682000
2591,2005,70,3,,,,,49,702000,682000
2591,2005.25,70,3,,,,,49,702000,682000
2591,2005.5,70,3,,,,,49,702000,682000
2591,2005.75,70,3,,,,,49,702000,682000
2591,2006,70,3,,5,,7770,49,702000,682000
2591,2006.25,70,3,,5,,10320,49,702000,682000
2591,2006.5,70,3,,5,,14050,49,702000,682000
2591,2006.75,70,3,,5,,14400,49,702000,682000
2591,2007,70,3,572837,5,2227,14575,49,702000,682000
2591,2007.25,70,3,592548,5,2268,14575,49,702000,682000
2591,2007.5,70,3,631349,5,2272,16913,49,702000,682000
2591,2007.75,70,3,682382,5.5,2551,19935,49,702000,682000
2591,2008,70,3,775465,6,2486,23600,49,702000,682000
2591,2008.25,70,3,826282,7.5,2245,28595,49,702000,682000
2591,2008.5,70,3,1235459,10.5,2958,41555,49,702000,682000
2591,2008.75,70,3,1265920,12,2920,33036,49,702000,682000
2657,2005,70,3,20150,3,865,2657,47,702000,682000
2657,2005.25,70,3,18837,6,2396,7032,47,702000,682000
2657,2005.5,70,3,17955,5,2426,8029,47,702000,682000
2657,2005.75,70,3,18256,4,1403,5870,47,702000,682000
2657,2006,70,3,21544,3.5,1091,4100,47,702000,682000
2657,2006.25,70,3,30815,3.5,1130,3972,47,702000,682000
2657,2006.5,70,3,35724,3,1260,10800,47,702000,682000
2657,2006.75,70,3,37120,3.5,1328,4857,47,702000,682000
2657,2007,70,3,,4,,5400,47,702000,682000
2657,2007.25,70,3,,4,,5400,47,702000,682000
2657,2007.5,70,3,,3,,5768,47,702000,682000
2657,2007.75,70,3,,3.5,,5592,47,702000,682000
2657,2008,70,3,,4,,6600,47,702000,682000
2657,2008.25,70,3,,3.5,,6290,47,702000,682000
2657,2008.5,70,3,,3,,6411,47,702000,682000
2657,2008.75,70,3,0,3.5,,6200,47,702000,682000
2658,2005,70,3,105682,29,11835,52415,47,702000,682000
2658,2005.25,70,3,153837,36,12033,62598,47,702000,682000
2658,2005.5,70,3,178444,42,14945,72825,47,702000,682000
2658,2005.75,70,3,213713,50,17508,81590,47,702000,682000
2658,2006,70,3,2017,29.5,9198,55581,47,702000,682000
2658,2006.25,70,3,,28,,57900,47,702000,682000
2658,2006.5,70,3,2400,29.5,12681,68252,47,702000,682000
2658,2006.75,70,3,6257,28.5,11900,72318,47,702000,682000
2658,2007,70,3,4677,28,10283,65316,47,702000,682000
2658,2007.25,70,3,8654,28,11968,65316,47,702000,682000
2658,2007.5,70,3,19589,28,10465,72448,47,702000,682000
2658,2007.75,70,3,146846,22.5,8559,62528,47,702000,682000
2658,2008,70,3,10977,22,8514,64884,47,702000,682000
2658,2008.25,70,3,,24,,71551,47,702000,682000
2658,2008.5,70,3,,26.5,,77212,47,702000,682000
2658,2008.75,70,3,23384,24,7522,66835,47,702000,682000
2678,2005,70,3,,,,,46,702000,682000
2678,2005.25,70,3,,,,,46,702000,682000
2678,2005.5,70,3,,,,,46,702000,682000
2678,2005.75,70,3,,,,,46,702000,682000
2678,2006,70,3,,5,,9090,46,702000,682000
2678,2006.25,70,3,,5.5,,11720,46,702000,682000
2678,2006.5,70,3,,6,,13952,46,702000,682000
2678,2006.75,70,3,,6,,14007,46,702000,682000
2678,2007,70,3,214422,6.5,2138,14630,46,702000,682000
2678,2007.25,70,3,176013,7,2113,14630,46,702000,682000
2678,2007.5,70,3,176013,6,1840,17136,46,702000,682000
2678,2007.75,70,3,176910,6,1863,14632,46,702000,682000
2678,2008,70,3,177140,6,1579,16442,46,702000,682000
2678,2008.25,70,3,177311,6,2146,22357,46,702000,682000
2678,2008.5,70,3,178239,6.5,2356,22906,46,702000,682000
2678,2008.75,70,3,178291,6.5,2396,25097,46,702000,682000
2709,2005,70,3,16650,2,455,1445,46,702000,682000
2709,2005.25,70,3,16650,2,436,1274,46,702000,682000
2709,2005.5,70,3,16650,2,479,1587,46,702000,682000
2709,2005.75,70,3,16650,2,491,2055,46,702000,682000
2709,2006,70,3,,2,,1650,46,702000,682000
2709,2006.25,70,3,,2.5,,4012,46,702000,682000
2709,2006.5,70,3,,3,,4823,46,702000,682000
2709,2006.75,70,3,,3,,5299,46,702000,682000
2709,2007,70,3,,3,,5259,46,702000,682000
2709,2007.25,70,3,,3,,5259,46,702000,682000
2709,2007.5,70,3,,3,,5136,46,702000,682000
2709,2007.75,70,3,,3,,5250,46,702000,682000
2709,2008,70,3,,3,,5204,46,702000,682000
2709,2008.25,70,3,,3,,4101,46,702000,682000
2709,2008.5,70,3,,3,,4619,46,702000,682000
2709,2008.75,70,3,0,3,,6442,46,702000,682000
2741,2005,70,3,5700,2,244,1350,46,741130,691030
2741,2005.25,70,3,8896,2,252,1350,46,702000,682000
2741,2005.5,70,3,12201,2,256,1350,46,702000,682000
2741,2005.75,70,3,3305,2,248,1800,46,702000,682000
2741,2006,70,3,3950,2.5,575,3350,46,741130,691030
2741,2006.25,70,3,17835,3.5,883,5131,46,702000,682000
2741,2006.5,70,3,13282,4,1007,5550,46,702000,682000
2741,2006.75,70,3,20299,4,975,7274,46,702000,682000
2741,2007,70,3,,3.5,,7729,46,741130,691030
2741,2007.25,70,3,,4,,7729,46,702000,682000
2741,2007.5,70,3,,0.5,,1086,46,702000,682000
2741,2007.75,70,3,,2,,2400,46,702000,682000
2741,2008,70,3,,2.5,,23238,46,741130,691030
2741,2008.25,70,3,,5,,34631,46,702000,682000
2741,2008.5,70,3,,6,,41238,46,702000,682000
2741,2008.75,70,3,0,5.5,,38558,46,702000,682000
2783,2005,70,3,138210,8,3097,19856,30,702000,682000
2783,2005.25,70,3,162213,8,3197,25053,30,702000,682000
2783,2005.5,70,3,166377,8,3035,20712,30,702000,682000
2783,2005.75,70,3,183131,8,3296,22134,30,702000,682000
2783,2006,70,3,235723,8.5,3262,20860,30,702000,682000
2783,2006.25,70,3,184024,9,3146,23175,30,702000,682000
2783,2006.5,70,3,275651,9.5,3319,29432,30,702000,682000
2783,2006.75,70,3,314765,9.5,3356,29245,30,702000,682000
2783,2007,70,3,,10.5,,33353,30,702000,682000
2783,2007.25,70,3,,11,,33353,30,702000,682000
2783,2007.5,70,3,,13.5,,48483,30,702000,682000
2783,2007.75,70,3,,16,,58802,30,702000,682000
2783,2008,70,3,448129,16,6358,52856,30,702000,682000
2783,2008.25,70,3,394781,17,6396,57279,30,702000,682000
2783,2008.5,70,3,387201,17.5,6205,55843,30,702000,682000
2783,2008.75,70,3,328579,16.5,6510,72116,30,702000,682000
2784,2005,70,3,,,,,,,
2784,2005.25,70,3,,,,,45,702000,682000
2784,2005.5,70,3,,,,,45,702000,682000
2784,2005.75,70,3,,,,,45,702000,682000
2784,2006,70,3,111831,19.5,7500,29897,,,
2784,2006.25,70,3,,18,,26991,45,702000,682000
2784,2006.5,70,3,,15,,29079,45,702000,682000
2784,2006.75,70,3,,13,,25207,45,702000,682000
2784,2007,70,3,,13,,20902,,,
2784,2007.25,70,3,,13,,20902,45,702000,682000
2784,2007.5,70,3,,13,,25456,45,702000,682000
2784,2007.75,70,3,,13,,32233,45,702000,682000
2784,2008,70,3,,11.5,,27824,,,
2784,2008.25,70,3,,13.5,,40979,45,702000,682000
2784,2008.5,70,3,,14.5,,61509,45,702000,682000
2784,2008.75,70,3,0,12.5,,25072,45,702000,682000
2786,2005,70,3,,,,,30,702000,682000
2786,2005.25,70,3,,,,,30,702000,682000
2786,2005.5,70,3,,,,,30,702000,682000
2786,2005.75,70,3,,,,,30,702000,682000
2786,2006,70,3,259327,21.5,9392,37171,30,702000,682000
2786,2006.25,70,3,181323,21,8189,38867,30,702000,682000
2786,2006.5,70,3,186199,20,7437,35168,30,702000,682000
2786,2006.75,70,3,200910,19,7986,33937,30,702000,682000
2786,2007,70,3,230574,17.5,7974,32079,30,702000,682000
2786,2007.25,70,3,166430,18,6964,32079,30,702000,682000
2786,2007.5,70,3,140000,18.5,7211,38712,30,702000,682000
2786,2007.75,70,3,178536,17.5,7211,33459,30,702000,682000
2786,2008,70,3,,16,,45830,30,702000,682000
2786,2008.25,70,3,,16,,45217,30,702000,682000
2786,2008.5,70,3,,18,,56483,30,702000,682000
2786,2008.75,70,3,0,18,,48651,30,702000,682000
2933,2005,70,3,58949,7,2196,18600,23,702000,682000
2933,2005.25,70,3,57486,7,2560,18600,23,702000,682000
2933,2005.5,70,3,55061,7,2310,19724,23,702000,682000
2933,2005.75,70,3,52592,7,1735,27578,23,702000,682000
2933,2006,70,3,,7,,32595,23,702000,682000
2933,2006.25,70,3,,7,,32506,23,702000,682000
2933,2006.5,70,3,,7,,32788,23,702000,682000
2933,2006.75,70,3,,7,,33535,23,702000,682000
2933,2007,70,3,,7.5,,32078,23,702000,682000
2933,2007.25,70,3,,8,,32078,23,702000,682000
2933,2007.5,70,3,,7,,34760,23,702000,682000
2933,2007.75,70,3,,7,,34770,23,702000,682000
2933,2008,70,3,,6.5,,38900,23,702000,682000
2933,2008.25,70,3,,6.5,,36663,23,702000,682000
2933,2008.5,70,3,,7,,37503,23,702000,682000
2933,2008.75,70,3,0,7,,37197,23,702000,682000
2941,2005,70,3,,,,,25,702000,682000
2941,2005.25,70,3,,,,,25,702000,682000
2941,2005.5,70,3,,,,,25,702000,682000
2941,2005.75,70,3,,,,,25,702000,682000
2941,2006,70,3,378414,2,988,9120,25,702000,682000
2941,2006.25,70,3,364788,2,958,9041,25,702000,682000
2941,2006.5,70,3,325211,2,869,9190,25,702000,682000
2941,2006.75,70,3,265191,2,910,11590,25,702000,682000
2941,2007,70,3,,2,,8965,25,702000,682000
2941,2007.25,70,3,,2,,8965,25,702000,682000
2941,2007.5,70,3,,2,,13577,25,702000,682000
2941,2007.75,70,3,,2,,13799,25,702000,682000
2941,2008,70,3,285002,2,956,13680,25,702000,682000
2941,2008.25,70,3,281107,2,957,15408,25,702000,682000
2941,2008.5,70,3,262828,2,886,12011,25,702000,682000
2941,2008.75,70,3,279421,2,1002,13680,25,702000,682000
2951,2005,70,3,,,,,25,702000,682000
2951,2005.25,70,3,,,,,25,702000,682000
2951,2005.5,70,3,,,,,21,702000,682000
2951,2005.75,70,3,,,,,21,702000,682000
2951,2006,70,3,135390,11.5,4075,42412,25,702000,682000
2951,2006.25,70,3,139767,10.5,4169,40775,25,702000,682000
2951,2006.5,70,3,130010,10.5,3794,44720,21,702000,682000
2951,2006.75,70,3,145789,10.5,3991,43567,21,702000,682000
2951,2007,70,3,,10,,38584,25,702000,682000
2951,2007.25,70,3,,10,,38584,25,702000,682000
2951,2007.5,70,3,,10,,41409,21,702000,682000
2951,2007.75,70,3,,9.5,,42813,21,702000,682000
2951,2008,70,3,,9,,42855,25,702000,682000
2951,2008.25,70,3,,9,,43714,25,702000,682000
2951,2008.5,70,3,,9,,40697,21,702000,682000
2951,2008.75,70,3,0,9,,35875,21,702000,682000
2970,2005,70,3,24534,3,756,3150,25,702000,682000
2970,2005.25,70,3,31943,3,756,3141,25,702000,682000
2970,2005.5,70,3,46992,3,744,4050,25,702000,682000
2970,2005.75,70,3,22811,3,732,4046,25,702000,682000
2970,2006,70,3,,3,,4050,25,702000,682000
2970,2006.25,70,3,,3,,4059,25,702000,682000
2970,2006.5,70,3,,3,,4189,25,702000,682000
2970,2006.75,70,3,,3,,4200,25,702000,682000
2970,2007,70,3,,3,,4200,25,702000,682000
2970,2007.25,70,3,,3,,4200,25,702000,682000
2970,2007.5,70,3,,3,,4467,25,702000,682000
2970,2007.75,70,3,,3,,5085,25,702000,682000
2970,2008,70,3,,3,,5658,25,702000,682000
2970,2008.25,70,3,,3,,5703,25,702000,682000
2970,2008.5,70,3,,3,,5700,25,702000,682000
2970,2008.75,70,3,0,3,,5700,25,702000,682000
2977,2005,70,3,,3,1168,3995,25,701100,411000
2977,2005.25,70,3,0,,,,25,701100,411000
2977,2005.5,70,3,6250,3,1440,4950,25,701100,411000
2977,2005.75,70,3,0,3,1222,4364,25,701100,411000
2977,2006,70,3,0,3,1482,5250,25,701100,411000
2977,2006.25,70,3,238000,3,1166,4360,25,701100,411000
2977,2006.5,70,3,135000,3,1004,4200,25,701100,411000
2977,2006.75,70,3,0,3,1134,4768,25,701100,411000
2977,2007,70,3,,3,,6000,25,701100,411000
2977,2007.25,70,3,,3,,6000,25,701100,411000
2977,2007.5,70,3,,2,,6600,25,701100,411000
2977,2007.75,70,3,,2,,5365,25,701100,411000
2977,2008,70,3,,2,,5038,25,701100,411000
2977,2008.25,70,3,,2,,6600,25,701100,411000
2977,2008.5,70,3,,2,,2010,25,701100,411000
2977,2008.75,70,3,0,2,,2010,25,701100,411000
2978,2005,70,3,,2,486,1500,25,702000,682000
2978,2005.25,70,3,,,,,25,702000,682000
2978,2005.5,70,3,,,,,21,702000,682000
2978,2005.75,70,3,,,,,21,702000,682000
2978,2006,70,3,0,2,494,1650,25,702000,682000
2978,2006.25,70,3,0,2,484,1650,25,702000,682000
2978,2006.5,70,3,0,2,502,1800,21,702000,682000
2978,2006.75,70,3,0,2,496,1800,21,702000,682000
2978,2007,70,3,,2,,1800,25,702000,682000
2978,2007.25,70,3,,2,,1800,25,702000,682000
2978,2007.5,70,3,,2,,2100,21,702000,682000
2978,2007.75,70,3,,2,,2100,21,702000,682000
2978,2008,70,3,,2,,2400,25,702000,682000
2978,2008.25,70,3,,2,,2400,25,702000,682000
2978,2008.5,70,3,,2,,2400,21,702000,682000
2978,2008.75,70,3,0,2,,2400,21,702000,682000
2984,2005,70,3,,,,,,,
2984,2005.25,70,3,,,,,25,702000,682000
2984,2005.5,70,3,,,,,25,702000,682000
2984,2005.75,70,3,,,,,25,702000,682000
2984,2006,70,3,,1.5,,4538,,,
2984,2006.25,70,3,,2.5,,5109,25,702000,682000
2984,2006.5,70,3,,3,,11367,25,702000,682000
2984,2006.75,70,3,,3.5,,10366,25,702000,682000
2984,2007,70,3,,4,,17332,,,
2984,2007.25,70,3,,4,,17332,25,702000,682000
2984,2007.5,70,3,,4.5,,17758,25,702000,682000
2984,2007.75,70,3,,5,,18155,25,702000,682000
2984,2008,70,3,,5.5,,17030,,,
2984,2008.25,70,3,,5.5,,33817,25,702000,682000
2984,2008.5,70,3,1621288,4.5,1330,21022,25,702000,682000
2984,2008.75,70,3,2165126,3.5,1380,20560,25,702000,682000
3012,2005,70,3,,,,,15,702000,682000
3012,2005.25,70,3,,,,,15,702000,682000
3012,2005.5,70,3,,,,,15,702000,682000
3012,2005.75,70,3,,,,,15,702000,682000
3012,2006,70,3,419053,3,532,12605,15,702000,682000
3012,2006.25,70,3,393180,3,546,12799,15,702000,682000
3012,2006.5,70,3,372564,3,857,13682,15,702000,682000
3012,2006.75,70,3,349879,3,866,12765,15,702000,682000
3012,2007,70,3,466037,3,100,16801,15,702000,682000
3012,2007.25,70,3,455236,3,504,16801,15,702000,682000
3012,2007.5,70,3,480991,3,630,16500,15,702000,682000
3012,2007.75,70,3,498667,3,592,16250,15,702000,682000
3012,2008,70,3,542790,3,515,16947,15,702000,682000
3012,2008.25,70,3,534718,3,518,17747,15,702000,682000
3012,2008.5,70,3,555008,3,572,17458,15,702000,682000
3012,2008.75,70,3,548642,3,565,12040,15,702000,682000
3028,2005,70,3,,,,,13,702000,682000
3028,2005.25,70,3,,,,,13,702000,682000
3028,2005.5,70,3,,,,,13,702000,682000
3028,2005.75,70,3,,,,,13,702000,682000
3028,2006,70,3,3087455,2,126,19396,13,702000,682000
3028,2006.25,70,3,3277761,2,120,17523,13,702000,682000
3028,2006.5,70,3,4065572,2,126,15971,13,702000,682000
3028,2006.75,70,3,4309937,2,124,15900,13,702000,682000
3028,2007,70,3,4438602,2,124,15720,13,702000,682000
3028,2007.25,70,3,4549481,2,124,15720,13,702000,682000
3028,2007.5,70,3,4606739,2,118,15653,13,702000,682000
3028,2007.75,70,3,4831895,2,118,15485,13,702000,682000
3028,2008,70,3,4582028,1.5,118,19940,13,702000,682000
3028,2008.25,70,3,4518974,1,62,6000,13,702000,682000
3028,2008.5,70,3,5651997,1,62,5984,13,702000,682000
3028,2008.75,70,3,5083669,1,62,6000,13,702000,682000
3050,2005,70,3,317876,23,9653,43089,15,702000,682000
3050,2005.25,70,3,330514,25,9539,45523,15,702000,682000
3050,2005.5,70,3,370608,25,8796,42499,15,702000,682000
3050,2005.75,70,3,379212,23,11385,47819,15,702000,682000
3050,2006,70,3,376831,23.5,8211,43033,15,702000,682000
3050,2006.25,70,3,411609,26.5,9413,49277,15,702000,682000
3050,2006.5,70,3,532666,30,11296,63142,15,702000,682000
3050,2006.75,70,3,480833,30,12465,76972,15,702000,682000
3050,2007,70,3,798365,31.5,12872,97256,15,702000,682000
3050,2007.25,70,3,545818,32,11856,97256,15,702000,682000
3050,2007.5,70,3,562922,31.5,10687,105487,15,702000,682000
3050,2007.75,70,3,607895,32,12865,110818,15,702000,682000
3050,2008,70,3,542519,31.5,12865,120815,15,702000,682000
3050,2008.25,70,3,545709,32.5,11708,122718,15,702000,682000
3050,2008.5,70,3,573524,33.5,11265,130724,15,702000,682000
3050,2008.75,70,3,640060,33,13035,127452,15,702000,682000
3094,2005,70,3,,,,,18,930400,960400
3094,2005.25,70,3,,,,,18,702000,682000
3094,2005.5,70,3,,,,,18,702000,682000
3094,2005.75,70,3,,,,,18,702000,682000
3094,2006,70,3,22380,1,0,43,18,930400,960400
3094,2006.25,70,3,24516,1,0,40,18,702000,682000
3094,2006.5,70,3,14591,1,606,44,18,702000,682000
3094,2006.75,70,3,24405,1,1174,51,18,702000,682000
3094,2007,70,3,,1,,48,18,930400,960400
3094,2007.25,70,3,,1,,48,18,702000,682000
3094,2007.5,70,3,,1,,54,18,702000,682000
3094,2007.75,70,3,,1,,50,18,702000,682000
3094,2008,70,3,,1,,68,18,930400,960400
3094,2008.25,70,3,,1,,63,18,702000,682000
3094,2008.5,70,3,,1,,68,18,702000,682000
3094,2008.75,70,3,0,0.5,,484,18,702000,682000
3102,2005,70,3,,,,,18,702000,682000
3102,2005.25,70,3,,,,,18,702000,682000
3102,2005.5,70,3,,,,,18,701200,681000
3102,2005.75,70,3,,,,,18,701200,681000
3102,2006,70,3,2966670,14,4568,17648,18,702000,682000
3102,2006.25,70,3,1623583,14,4368,17335,18,702000,682000
3102,2006.5,70,3,2815876,21,6792,34608,18,701200,681000
3102,2006.75,70,3,543559,27.5,9020,41029,18,701200,681000
