"nr","time","veikla","grupe","paj","dsk","val","atlyg","ter","nace1","nace2"
6656,2008.5,70,3,1687685,16,6264,216416,13,701200,681000
6656,2008.75,70,3,3520878,16.5,6770,227779,13,701200,681000
6673,2005,70,3,,,,,,,
6673,2005.25,70,3,,,,,13,702000,682000
6673,2005.5,70,3,,,,,13,702000,682000
6673,2005.75,70,3,,,,,13,702000,682000
6673,2006,70,3,,9,,14550,,,
6673,2006.25,70,3,,8.5,,16517,13,702000,682000
6673,2006.5,70,3,,8.5,,16139,13,702000,682000
6673,2006.75,70,3,,9,,16486,13,702000,682000
6673,2007,70,3,217560,7,3004,15206,,,
6673,2007.25,70,3,205910,7,1916,15206,13,702000,682000
6673,2007.5,70,3,198048,4,1532,12785,13,702000,682000
6673,2007.75,70,3,191975,4.5,2004,13431,13,702000,682000
6673,2008,70,3,233949,5.5,1747,13640,,,
6673,2008.25,70,3,197371,7,2382,17659,13,702000,682000
6673,2008.5,70,3,248863,8,2257,19902,13,702000,682000
6673,2008.75,70,3,240764,8.5,2257,19960,13,702000,682000
6674,2005,70,3,47722,3,934,6760,13,701200,681000
6674,2005.25,70,3,87749,3,947,6909,13,701200,681000
6674,2005.5,70,3,83949,3,727,6667,13,701200,681000
6674,2005.75,70,3,79500,4,992,7403,13,701200,681000
6674,2006,70,3,79070,4,1170,8404,13,701200,681000
6674,2006.25,70,3,125740,4,1168,8377,13,701200,681000
6674,2006.5,70,3,87077,4,1101,8417,13,701200,681000
6674,2006.75,70,3,193545,4,1101,12687,13,701200,681000
6674,2007,70,3,696550,4.5,1101,8718,13,701200,681000
6674,2007.25,70,3,36323,5,1688,8718,13,701200,681000
6674,2007.5,70,3,29147,5,1572,16764,13,701200,681000
6674,2007.75,70,3,26692,5,1890,15286,13,701200,681000
6674,2008,70,3,42012,4.5,1246,15838,13,701200,681000
6674,2008.25,70,3,48006,4,1234,13564,13,701200,681000
6674,2008.5,70,3,43469,4,1200,13226,13,701200,681000
6674,2008.75,70,3,40192,4,1193,13971,13,701200,681000
6717,2005,70,3,,,,,13,722200,620100
6717,2005.25,70,3,,,,,13,722200,620100
6717,2005.5,70,3,,,,,13,722200,620100
6717,2005.75,70,3,,,,,13,701210,681000
6717,2006,70,3,,1,,4688,13,722200,620100
6717,2006.25,70,3,,1,,4688,13,722200,620100
6717,2006.5,70,3,,1,,4688,13,722200,620100
6717,2006.75,70,3,,1,,4688,13,701210,681000
6717,2007,70,3,0,1,,10225,13,722200,620100
6717,2007.25,70,3,0,1,172,10225,13,722200,620100
6717,2007.5,70,3,,2,252,5100,13,722200,620100
6717,2007.75,70,3,60170,2.5,396,7476,13,701210,681000
6717,2008,70,3,348570,4,762,13466,13,722200,620100
6717,2008.25,70,3,286392,10.5,2522,30176,13,722200,620100
6717,2008.5,70,3,815018,16,6220,49158,13,722200,620100
6717,2008.75,70,3,535737,15.5,1946,53438,13,701210,681000
6731,2005,70,3,1273171,9,4374,29499,13,701200,681000
6731,2005.25,70,3,2079717,9,3666,32959,13,701200,681000
6731,2005.5,70,3,81606,8,2732,32566,13,701200,681000
6731,2005.75,70,3,399928,7,2815,35702,13,701200,681000
6731,2006,70,3,4615934,7,2884,40794,13,701200,681000
6731,2006.25,70,3,4905428,7,2148,41202,13,701200,681000
6731,2006.5,70,3,5039355,5.5,1881,33361,13,701200,681000
6731,2006.75,70,3,32563,4,1972,29437,13,701200,681000
6731,2007,70,3,561689,4,1246,24875,13,701200,681000
6731,2007.25,70,3,33806,4,1493,24875,13,701200,681000
6731,2007.5,70,3,46822,5,1399,32726,13,701200,681000
6731,2007.75,70,3,77118,4.5,1166,28287,13,701200,681000
6731,2008,70,3,23586,5,2433,33266,13,701200,681000
6731,2008.25,70,3,,6,,29255,13,701200,681000
6731,2008.5,70,3,23122,6,5299,29843,13,701200,681000
6731,2008.75,70,3,115043,6,2101,30155,13,701200,681000
6752,2005,70,3,,,,,13,702000,682000
6752,2005.25,70,3,,,,,13,702000,682000
6752,2005.5,70,3,,,,,13,702000,682000
6752,2005.75,70,3,,,,,13,702000,682000
6752,2006,70,3,,9.5,,16032,13,702000,682000
6752,2006.25,70,3,,10,,16855,13,702000,682000
6752,2006.5,70,3,,10,,18352,13,702000,682000
6752,2006.75,70,3,,10,,20444,13,702000,682000
6752,2007,70,3,108791,10,4856,20327,13,702000,682000
6752,2007.25,70,3,101193,10,4415,20327,13,702000,682000
6752,2007.5,70,3,87216,11,4696,23803,13,702000,682000
6752,2007.75,70,3,174350,11,4046,22223,13,702000,682000
6752,2008,70,3,185235,10.5,4598,24404,13,702000,682000
6752,2008.25,70,3,185235,10.5,4821,29141,13,702000,682000
6752,2008.5,70,3,167045,11.5,4600,29750,13,702000,682000
6752,2008.75,70,3,167045,12,4751,30578,13,702000,682000
6764,2005,70,3,,,,,,,
6764,2005.25,70,3,,,,,13,701100,411000
6764,2005.5,70,3,,,,,13,701100,411000
6764,2005.75,70,3,,,,,13,701100,411000
6764,2006,70,3,9910187,4,1604,15028,,,
6764,2006.25,70,3,740998,5,1985,19448,13,701100,411000
6764,2006.5,70,3,400478,5,2016,19447,13,701100,411000
6764,2006.75,70,3,650069,5,1984,19315,13,701100,411000
6764,2007,70,3,8e+05,5,1528,18255,,,
6764,2007.25,70,3,546949,5,1440,18255,13,701100,411000
6764,2007.5,70,3,0,6,1512,18879,13,701100,411000
6764,2007.75,70,3,219714,6,1512,18859,13,701100,411000
6764,2008,70,3,500339,6,1368,27122,,,
6764,2008.25,70,3,30000,5.5,1408,25243,13,701100,411000
6764,2008.5,70,3,65000,5,1456,27110,13,701100,411000
6764,2008.75,70,3,1288033,5,1448,26221,13,701100,411000
6765,2005,70,3,,,,,,,
6765,2005.25,70,3,,,,,13,701100,411000
6765,2005.5,70,3,,,,,13,701100,411000
6765,2005.75,70,3,,,,,13,701100,411000
6765,2006,70,3,586087,12.5,3788,37297,,,
6765,2006.25,70,3,2893604,15.5,7304,58254,13,701100,411000
6765,2006.5,70,3,2457564,17,7600,71113,13,701100,411000
6765,2006.75,70,3,1826528,16,6820,66536,13,701100,411000
6765,2007,70,3,1386296,18,6200,65567,,,
6765,2007.25,70,3,266903,18,15152,65567,13,701100,411000
6765,2007.5,70,3,3809740,49.5,21685,198480,13,701100,411000
6765,2007.75,70,3,10131949,62,27044,293465,13,701100,411000
6765,2008,70,3,1317451,67,26304,295647,,,
6765,2008.25,70,3,101547,62,28232,322707,13,701100,411000
6765,2008.5,70,3,15108110,53.5,23416,295907,13,701100,411000
6765,2008.75,70,3,5633187,42,23416,231899,13,701100,411000
6775,2005,70,3,471200,2,98,2070,13,702000,682000
6775,2005.25,70,3,473370,2,102,3000,13,702000,682000
6775,2005.5,70,3,473370,2,94,2296,13,702000,682000
6775,2005.75,70,3,473370,2,91,1949,19,702000,682000
6775,2006,70,3,476150,2,164,1950,13,702000,682000
6775,2006.25,70,3,471200,2,115,1872,13,702000,682000
6775,2006.5,70,3,102500,2,62,450,13,702000,682000
6775,2006.75,70,3,288657,1.5,53,370,19,702000,682000
6775,2007,70,3,,1.5,,2132,13,702000,682000
6775,2007.25,70,3,376513,2,,2132,13,702000,682000
6775,2007.5,70,3,376513,2,48,3150,13,702000,682000
6775,2007.75,70,3,376513,2,48,3150,19,702000,682000
6775,2008,70,3,378530,2,48,3600,13,702000,682000
6775,2008.25,70,3,378530,2,48,3600,13,702000,682000
6775,2008.5,70,3,376513,2,48,3600,13,702000,682000
6775,2008.75,70,3,462068,2,52,3600,19,702000,682000
6787,2005,70,3,62721,3,732,6030,13,702000,682000
6787,2005.25,70,3,80202,3,768,6030,13,702000,682000
6787,2005.5,70,3,70977,3,768,6321,13,702000,682000
6787,2005.75,70,3,83865,3,994,7332,13,702000,682000
6787,2006,70,3,75824,3,990,6717,13,702000,682000
6787,2006.25,70,3,76046,3,792,6647,13,702000,682000
6787,2006.5,70,3,71012,3,716,15539,13,702000,682000
6787,2006.75,70,3,110596,3,744,15510,13,702000,682000
6787,2007,70,3,,3,,15510,13,702000,682000
6787,2007.25,70,3,,3,,15510,13,702000,682000
6787,2007.5,70,3,,3,,17204,13,702000,682000
6787,2007.75,70,3,,3,,21698,13,702000,682000
6787,2008,70,3,,3,,16618,13,702000,682000
6787,2008.25,70,3,,3,,13980,13,702000,682000
6787,2008.5,70,3,,3,,13929,13,702000,682000
6787,2008.75,70,3,0,2.5,,21329,13,702000,682000
6790,2005,70,3,0,,,,13,701100,411000
6790,2005.25,70,3,200359,3,703,14145,13,701100,411000
6790,2005.5,70,3,13793803,3,704,14160,13,701100,411000
6790,2005.75,70,3,433544,3,550,12766,13,701100,411000
6790,2006,70,3,279661,2.5,436,10905,13,701100,411000
6790,2006.25,70,3,265615,2.5,632,10530,13,701100,411000
6790,2006.5,70,3,4313,3,868,11835,13,701100,411000
6790,2006.75,70,3,5825,3,868,11835,13,701100,411000
6790,2007,70,3,277516,3,788,11849,13,701100,411000
6790,2007.25,70,3,278389,3,840,11849,13,701100,411000
6790,2007.5,70,3,3866,3,674,11955,13,701100,411000
6790,2007.75,70,3,,3,595,10890,13,701100,411000
6790,2008,70,3,,3,402,7908,13,701100,411000
6790,2008.25,70,3,,3,494,8018,13,701100,411000
6790,2008.5,70,3,,3,490,7989,13,701100,411000
6790,2008.75,70,3,0,2,491,4364,13,701100,411000
6792,2005,70,3,,,,,13,701100,411000
6792,2005.25,70,3,238051,,,,13,701100,411000
6792,2005.5,70,3,291894,6,2230,17919,13,702000,682000
6792,2005.75,70,3,584059,5,1976,18205,13,702000,682000
6792,2006,70,3,1318241,5,2407,28997,13,701100,411000
6792,2006.25,70,3,566779,5.5,2246,30747,13,701100,411000
6792,2006.5,70,3,616493,5.5,2449,39407,13,702000,682000
6792,2006.75,70,3,609877,4.5,2323,33988,13,702000,682000
6792,2007,70,3,847300,3.5,1820,34894,13,701100,411000
6792,2007.25,70,3,2182277,4,1524,34894,13,701100,411000
6792,2007.5,70,3,363900,4,1638,29764,13,702000,682000
6792,2007.75,70,3,408534,3.5,1285,30590,13,702000,682000
6792,2008,70,3,532054,3,842,32574,13,701100,411000
6792,2008.25,70,3,459378,3.5,1609,23788,13,701100,411000
6792,2008.5,70,3,679926,4,1214,29256,13,702000,682000
6792,2008.75,70,3,756705,4,1460,36445,13,702000,682000
6803,2005,70,3,720336,10,3475,33959,13,702000,682000
6803,2005.25,70,3,641954,10,3302,46791,13,702000,682000
6803,2005.5,70,3,608010,10,3484,32416,13,702000,682000
6803,2005.75,70,3,827465,9,3556,38599,13,702000,682000
6803,2006,70,3,1001046,9,3544,35556,13,702000,682000
6803,2006.25,70,3,936670,9.5,3062,36904,13,702000,682000
6803,2006.5,70,3,985392,9.5,3060,43194,13,702000,682000
6803,2006.75,70,3,1063260,9,3340,50089,13,702000,682000
6803,2007,70,3,1178486,9,3443,47601,13,702000,682000
6803,2007.25,70,3,1149567,9,3070,47601,13,702000,682000
6803,2007.5,70,3,1055406,8,3443,50216,13,702000,682000
6803,2007.75,70,3,1332934,8,3312,51165,13,702000,682000
6803,2008,70,3,1717817,9,3051,52401,13,702000,682000
6803,2008.25,70,3,1639739,10.5,3151,67180,13,702000,682000
6803,2008.5,70,3,1574847,11.5,3660,100757,13,702000,682000
6803,2008.75,70,3,1723934,10,3993,131037,13,702000,682000
6810,2005,70,3,,,,,13,703100,683100
6810,2005.25,70,3,,,,,13,702000,682000
6810,2005.5,70,3,,,,,13,702000,682000
6810,2005.75,70,3,,,,,13,702000,682000
6810,2006,70,3,,30.5,,110263,13,703100,683100
6810,2006.25,70,3,,31,,89909,13,702000,682000
6810,2006.5,70,3,,24.5,,92827,13,702000,682000
6810,2006.75,70,3,,22,,85127,13,702000,682000
6810,2007,70,3,13398,18.5,6777,73426,13,703100,683100
6810,2007.25,70,3,18417,19,5627,73426,13,702000,682000
6810,2007.5,70,3,19122,15.5,5026,56858,13,702000,682000
6810,2007.75,70,3,21854,17,5457,66924,13,702000,682000
6810,2008,70,3,,17,,72900,13,703100,683100
6810,2008.25,70,3,,15.5,,66140,13,702000,682000
6810,2008.5,70,3,,14.5,,88981,13,702000,682000
6810,2008.75,70,3,0,14.5,,68664,13,702000,682000
6840,2005,70,3,,,,,13,702000,682000
6840,2005.25,70,3,,,,,13,703100,683100
6840,2005.5,70,3,,,,,13,702000,682000
6840,2005.75,70,3,,,,,13,702000,682000
6840,2006,70,3,,6,,30894,13,702000,682000
6840,2006.25,70,3,,6,,34232,13,703100,683100
6840,2006.5,70,3,,7,,33226,13,702000,682000
6840,2006.75,70,3,,7.5,,33806,13,702000,682000
6840,2007,70,3,275128,7,2233,30330,13,702000,682000
6840,2007.25,70,3,286895,7,2147,30330,13,703100,683100
6840,2007.5,70,3,371417,8.5,2434,34895,13,702000,682000
6840,2007.75,70,3,347479,11,3444,47654,13,702000,682000
6840,2008,70,3,308928,12,3640,49960,13,702000,682000
6840,2008.25,70,3,308966,10.5,3120,46109,13,703100,683100
6840,2008.5,70,3,328895,10,3336,59116,13,702000,682000
6840,2008.75,70,3,476254,11,3358,51219,13,702000,682000
6845,2005,70,3,,,,,13,702000,682000
6845,2005.25,70,3,,,,,13,702000,682000
6845,2005.5,70,3,,,,,13,702000,682000
6845,2005.75,70,3,,,,,13,702000,682000
6845,2006,70,3,,7,,17939,13,702000,682000
6845,2006.25,70,3,,6.5,,13101,13,702000,682000
6845,2006.5,70,3,,7,,32045,13,702000,682000
6845,2006.75,70,3,,8,,29868,13,702000,682000
6845,2007,70,3,,7,,21889,13,702000,682000
6845,2007.25,70,3,,7,,21889,13,702000,682000
6845,2007.5,70,3,,5.5,,15969,13,702000,682000
6845,2007.75,70,3,,4.5,,16746,13,702000,682000
6845,2008,70,3,124789,4.5,20451,20744,13,702000,682000
6845,2008.25,70,3,128620,5,2320,31073,13,702000,682000
6845,2008.5,70,3,134425,5,2320,30168,13,702000,682000
6845,2008.75,70,3,219261,5,2320,27300,13,702000,682000
6846,2005,70,3,25000,9,3936,30072,13,701100,411000
6846,2005.25,70,3,490300,6,2124,16424,13,701100,411000
6846,2005.5,70,3,5250,2,640,2400,13,701100,411000
6846,2005.75,70,3,74000,4,1503,8074,13,701100,411000
6846,2006,70,3,0,5,1518,8482,13,701100,411000
6846,2006.25,70,3,14079,6,1920,11700,13,701100,411000
6846,2006.5,70,3,6000,4,1200,7950,13,701100,411000
6846,2006.75,70,3,141525,3.5,971,21429,13,701100,411000
6846,2007,70,3,,3.5,,47356,13,701100,411000
6846,2007.25,70,3,,4,,47356,13,701100,411000
6846,2007.5,70,3,,2,,6511,13,701100,411000
6846,2007.75,70,3,,2,,5632,13,701100,411000
6846,2008,70,3,,2,,7173,13,701100,411000
6846,2008.25,70,3,,1.5,,6641,13,701100,411000
6846,2008.5,70,3,,1,,2400,13,701100,411000
6846,2008.75,70,3,0,1,,2400,13,701100,411000
6848,2005,70,3,448856,10,4319,123098,13,702000,682000
6848,2005.25,70,3,534768,10,4433,125789,13,702000,682000
6848,2005.5,70,3,605843,10,3600,116997,13,702000,682000
6848,2005.75,70,3,739665,10,3936,115802,13,702000,682000
6848,2006,70,3,845173,9,4055,117536,13,702000,682000
6848,2006.25,70,3,955724,8.5,3485,121041,13,702000,682000
6848,2006.5,70,3,999703,8,3177,118966,13,702000,682000
6848,2006.75,70,3,1106183,8,3616,120208,13,702000,682000
6848,2007,70,3,1130315,8.5,3829,124685,13,702000,682000
6848,2007.25,70,3,1051318,9,3376,124685,13,702000,682000
6848,2007.5,70,3,1029603,8,2957,88084,13,702000,682000
6848,2007.75,70,3,1193562,9.5,3917,207979,13,702000,682000
6848,2008,70,3,1315862,10,4017,201619,13,702000,682000
6848,2008.25,70,3,1372337,10,4442,271726,13,702000,682000
6848,2008.5,70,3,1497526,10.5,4423,243357,13,702000,682000
6848,2008.75,70,3,1473527,11,4433,297331,13,702000,682000
6854,2005,70,3,,,,,13,702000,682000
6854,2005.25,70,3,,,,,13,702000,682000
6854,2005.5,70,3,,,,,13,702000,682000
6854,2005.75,70,3,,,,,13,702000,682000
6854,2006,70,3,,3,,4800,13,702000,682000
6854,2006.25,70,3,,3,,4800,13,702000,682000
6854,2006.5,70,3,,3,,4800,13,702000,682000
6854,2006.75,70,3,,3,,4800,13,702000,682000
6854,2007,70,3,,3,,4800,13,702000,682000
6854,2007.25,70,3,,3,,4800,13,702000,682000
6854,2007.5,70,3,,3,,5100,13,702000,682000
6854,2007.75,70,3,,3,,5100,13,702000,682000
6854,2008,70,3,23319,3,956,4600,13,702000,682000
6854,2008.25,70,3,22255,2.5,496,5180,13,702000,682000
6854,2008.5,70,3,24789,2,512,4200,13,702000,682000
6854,2008.75,70,3,0,2,,5051,13,702000,682000
6867,2005,70,3,,,,,13,701200,681000
6867,2005.25,70,3,,,,,13,701200,681000
6867,2005.5,70,3,,,,,13,701200,681000
6867,2005.75,70,3,,,,,13,701200,683100
6867,2006,70,3,,3.5,,3234,13,701200,681000
6867,2006.25,70,3,,2.5,,1814,13,701200,681000
6867,2006.5,70,3,,2,,893,13,701200,681000
6867,2006.75,70,3,,2,,900,13,701200,683100
6867,2007,70,3,18609,2,248,900,13,701200,681000
6867,2007.25,70,3,9066,2,248,900,13,701200,681000
6867,2007.5,70,3,1178,2,226,1050,13,701200,681000
6867,2007.75,70,3,6534,2,226,851,13,701200,683100
6867,2008,70,3,1600,2,230,918,13,701200,681000
6867,2008.25,70,3,,2,245,918,13,701200,681000
6867,2008.5,70,3,4027,2,210,918,13,701200,681000
6867,2008.75,70,3,910,2,30,918,13,701200,683100
6883,2005,70,3,,,,,13,702000,682000
6883,2005.25,70,3,,,,,13,702000,682000
6883,2005.5,70,3,,,,,13,702000,682000
6883,2005.75,70,3,,,,,13,702000,682000
6883,2006,70,3,37716,3,1234,7050,13,702000,682000
6883,2006.25,70,3,34538,3,1200,7050,13,702000,682000
6883,2006.5,70,3,33451,3.5,1596,8373,13,702000,682000
6883,2006.75,70,3,35765,4,1748,9000,13,702000,682000
6883,2007,70,3,,4,,9000,13,702000,682000
6883,2007.25,70,3,,4,,9000,13,702000,682000
6883,2007.5,70,3,,4.5,,10412,13,702000,682000
6883,2007.75,70,3,,5,,12900,13,702000,682000
6883,2008,70,3,,5,,18250,13,702000,682000
6883,2008.25,70,3,,5,,17515,13,702000,682000
6883,2008.5,70,3,,5,,19363,13,702000,682000
6883,2008.75,70,3,0,5,,20500,13,702000,682000
6897,2005,70,3,,,,,13,702000,682000
6897,2005.25,70,3,,,,,13,702000,682000
6897,2005.5,70,3,,,,,13,702000,682000
6897,2005.75,70,3,,,,,13,702000,682000
6897,2006,70,3,311909,3.5,490,8194,13,702000,682000
6897,2006.25,70,3,316457,3,541,10213,13,702000,682000
6897,2006.5,70,3,246832,3,585,11788,13,702000,682000
6897,2006.75,70,3,264698,3.5,738,14359,13,702000,682000
6897,2007,70,3,,4,,14400,13,702000,682000
6897,2007.25,70,3,,4,,14400,13,702000,682000
6897,2007.5,70,3,,4,,16110,13,702000,682000
6897,2007.75,70,3,,4,,16110,13,702000,682000
6897,2008,70,3,366066,4,672,16012,13,702000,682000
6897,2008.25,70,3,352965,3.5,696,21943,13,702000,682000
6897,2008.5,70,3,367637,3,637,13410,13,702000,682000
6897,2008.75,70,3,405235,3,621,14790,13,702000,682000
6942,2005,70,3,1097498,14,4876,134700,13,702000,682000
6942,2005.25,70,3,1664523,15,5188,136860,13,702000,682000
6942,2005.5,70,3,3938582,18,5335,157904,13,702000,682000
6942,2005.75,70,3,3384226,20,5569,166871,13,702000,682000
6942,2006,70,3,1270929,13,5994,149326,13,702000,682000
6942,2006.25,70,3,1833703,15.5,6757,164070,13,702000,682000
6942,2006.5,70,3,2230563,18,5810,173816,13,702000,682000
6942,2006.75,70,3,2289682,20.5,6820,191976,13,702000,682000
6942,2007,70,3,2262456,22.5,8743,225013,13,702000,682000
6942,2007.25,70,3,2950299,23,10459,225013,13,702000,682000
6942,2007.5,70,3,2417888,28,11045,355262,13,702000,682000
6942,2007.75,70,3,2187037,29,51106,340218,13,702000,682000
6942,2008,70,3,2357784,29.5,11280,420157,13,702000,682000
6942,2008.25,70,3,2784707,30.5,12389,465062,13,702000,682000
6942,2008.5,70,3,2711296,31.5,12266,453424,13,702000,682000
6942,2008.75,70,3,2573322,32,13335,543871,13,702000,682000
6960,2005,70,3,,,,,13,702000,682000
6960,2005.25,70,3,,,,,13,702000,682000
6960,2005.5,70,3,,,,,13,702000,682000
6960,2005.75,70,3,,,,,13,702000,682000
6960,2006,70,3,,2,,4800,13,702000,682000
6960,2006.25,70,3,,2,,4800,13,702000,682000
6960,2006.5,70,3,,2,,4800,13,702000,682000
6960,2006.75,70,3,,2,,4800,13,702000,682000
6960,2007,70,3,121686,2,992,4800,13,702000,682000
6960,2007.25,70,3,68417,2,960,4800,13,702000,682000
6960,2007.5,70,3,94007,2,960,4800,13,702000,682000
6960,2007.75,70,3,132517,2,1000,4660,13,702000,682000
6960,2008,70,3,151270,2,672,4878,13,702000,682000
6960,2008.25,70,3,127218,2,992,5100,13,702000,682000
6960,2008.5,70,3,124895,2,1024,6323,13,702000,682000
6960,2008.75,70,3,155144,2,1002,6900,13,702000,682000
6977,2005,70,3,,,,,13,452100,412000
6977,2005.25,70,3,,,,,13,702000,682000
6977,2005.5,70,3,,,,,13,702000,682000
6977,2005.75,70,3,,,,,13,702000,682000
6977,2006,70,3,,2,,3143,13,452100,412000
6977,2006.25,70,3,,2,,3154,13,702000,682000
6977,2006.5,70,3,,2,,3163,13,702000,682000
6977,2006.75,70,3,,2,,4049,13,702000,682000
6977,2007,70,3,990837,2,300,2584,13,452100,412000
6977,2007.25,70,3,933887,2,271,2584,13,702000,682000
6977,2007.5,70,3,930414,2,246,3042,13,702000,682000
6977,2007.75,70,3,977823,2,200,2827,13,702000,682000
6977,2008,70,3,1032957,2,240,3043,13,452100,412000
6977,2008.25,70,3,1007564,2,206,3043,13,702000,682000
6977,2008.5,70,3,1027543,2,226,3051,13,702000,682000
6977,2008.75,70,3,1096409,2,252,3043,13,702000,682000
6983,2005,70,3,,,,,13,702000,682000
6983,2005.25,70,3,,,,,13,702000,682000
6983,2005.5,70,3,,,,,13,702000,682000
6983,2005.75,70,3,,,,,13,702000,682000
6983,2006,70,3,12485,5,1449,16926,13,702000,682000
6983,2006.25,70,3,12414,5,1335,18281,13,702000,682000
6983,2006.5,70,3,20179,5,1484,20995,13,702000,682000
6983,2006.75,70,3,34009,5,1588,22750,13,702000,682000
6983,2007,70,3,,4.5,,24935,13,702000,682000
6983,2007.25,70,3,,5,,24935,13,702000,682000
6983,2007.5,70,3,,4,,25203,13,702000,682000
6983,2007.75,70,3,,4,,24479,13,702000,682000
6983,2008,70,3,,4,,30394,13,702000,682000
6983,2008.25,70,3,,3.5,,29397,13,702000,682000
6983,2008.5,70,3,,3.5,,17009,13,702000,682000
6983,2008.75,70,3,0,4,,24893,13,702000,682000
6991,2005,70,3,870002,3,1458,5850,13,701100,411000
6991,2005.25,70,3,1056998,3,1445,5842,13,701100,411000
6991,2005.5,70,3,227864,3,1310,7458,13,701100,411000
6991,2005.75,70,3,413879,3,1485,7500,13,701100,411000
6991,2006,70,3,420,3,1485,7500,13,701100,411000
6991,2006.25,70,3,2478,3.5,1565,18574,13,701100,411000
6991,2006.5,70,3,24147,3.5,1237,22525,13,701100,411000
6991,2006.75,70,3,637919,2.5,990,21333,13,701100,411000
6991,2007,70,3,129481,2,1000,21761,13,701100,411000
6991,2007.25,70,3,3085,2,1000,21761,13,701100,411000
6991,2007.5,70,3,3706,2,884,20269,13,701100,411000
6991,2007.75,70,3,679918,2,1004,20100,13,701100,411000
6991,2008,70,3,1204,2,916,25500,13,701100,411000
6991,2008.25,70,3,4804,2,988,20100,13,701100,411000
6991,2008.5,70,3,1598,2,982,20140,13,701100,411000
6991,2008.75,70,3,1074,2,1002,20100,13,701100,411000
6999,2005,70,3,,,,,13,702000,682000
6999,2005.25,70,3,,,,,13,702000,682000
6999,2005.5,70,3,,,,,13,702000,682000
6999,2005.75,70,3,,,,,13,702000,682000
6999,2006,70,3,90998,2,494,15900,13,702000,682000
6999,2006.25,70,3,83567,2,958,7800,13,702000,682000
6999,2006.5,70,3,82855,2,1004,7800,13,702000,682000
6999,2006.75,70,3,71125,2,926,7253,13,702000,682000
6999,2007,70,3,,2,,7367,13,702000,682000
6999,2007.25,70,3,,2,,7367,13,702000,682000
6999,2007.5,70,3,,2.5,,10800,13,702000,682000
6999,2007.75,70,3,,3,,14890,13,702000,682000
6999,2008,70,3,,3,,10800,13,702000,682000
6999,2008.25,70,3,,3,,10800,13,702000,682000
6999,2008.5,70,3,,3,,10800,13,702000,682000
6999,2008.75,70,3,0,3,,10870,13,702000,682000
7008,2005,70,3,,,,,13,701200,681000
7008,2005.25,70,3,,,,,13,701200,681000
7008,2005.5,70,3,,,,,13,701200,681000
7008,2005.75,70,3,,,,,13,701200,681000
7008,2006,70,3,1636558,2,992,6023,13,701200,681000
7008,2006.25,70,3,964622,2,248,6032,13,701200,681000
7008,2006.5,70,3,4120559,2,248,6000,13,701200,681000
7008,2006.75,70,3,511787,2,248,5935,13,701200,681000
7008,2007,70,3,1137160,2,920,74370,13,701200,681000
7008,2007.25,70,3,2272978,2,105,74370,13,701200,681000
7008,2007.5,70,3,1831871,2,105,8997,13,701200,681000
7008,2007.75,70,3,120291,2,105,9010,13,701200,681000
7008,2008,70,3,17346914,1.5,22,7063,13,701200,681000
7008,2008.25,70,3,4450359,1,63,6000,13,701200,681000
7008,2008.5,70,3,674672,1,66,5984,13,701200,681000
7008,2008.75,70,3,87863,1,66,6000,13,701200,681000
7010,2005,70,3,,,,,13,702000,682000
7010,2005.25,70,3,,,,,13,702000,682000
7010,2005.5,70,3,,,,,13,702000,682000
7010,2005.75,70,3,,,,,13,702000,682000
7010,2006,70,3,2161634,12,3005,64473,13,702000,682000
7010,2006.25,70,3,2065594,15,4072,77538,13,702000,682000
7010,2006.5,70,3,2130071,15.5,4106,85209,13,702000,682000
7010,2006.75,70,3,2283689,14.5,4004,85903,13,702000,682000
7010,2007,70,3,2297294,13,3238,84721,13,702000,682000
7010,2007.25,70,3,2283697,13,3994,84721,13,702000,682000
7010,2007.5,70,3,2362294,13,4048,97906,13,702000,682000
7010,2007.75,70,3,2566866,11.5,3101,89563,13,702000,682000
7010,2008,70,3,2856395,10.5,3546,107625,13,702000,682000
7010,2008.25,70,3,2897447,9.5,3223,118177,13,702000,682000
7010,2008.5,70,3,2777989,10.5,4055,138316,13,702000,682000
7010,2008.75,70,3,2894104,12.5,1,152071,13,702000,682000
7011,2005,70,3,,,,,13,702000,682000
7011,2005.25,70,3,,,,,13,702000,682000
7011,2005.5,70,3,,,,,13,702000,682000
7011,2005.75,70,3,,,,,13,702000,682000
7011,2006,70,3,,2,,1650,13,702000,682000
7011,2006.25,70,3,,2.5,,3185,13,702000,682000
7011,2006.5,70,3,,3.5,,3846,13,702000,682000
7011,2006.75,70,3,,4,,4548,13,702000,682000
7011,2007,70,3,,4,,3402,13,702000,682000
7011,2007.25,70,3,,4,,3402,13,702000,682000
7011,2007.5,70,3,,4.5,,4153,13,702000,682000
7011,2007.75,70,3,,5.5,,7460,13,702000,682000
7011,2008,70,3,,6,906,5918,13,702000,682000
7011,2008.25,70,3,,6,1154,5353,13,702000,682000
7011,2008.5,70,3,,6,986,4842,13,702000,682000
7011,2008.75,70,3,13229673,6,1058,5334,13,702000,682000
7037,2005,70,3,2510500,3,496,19194,13,701200,681000
7037,2005.25,70,3,5055,3,512,26750,13,701200,681000
7037,2005.5,70,3,3379333,3,1772,26715,13,701200,681000
7037,2005.75,70,3,11203424,3,1736,26704,13,701200,681000
7037,2006,70,3,7026949,4,1736,26715,13,701200,681000
