"nr","time","Valandos","Prognoze","Skirtumas"
2522,2008.25,,1095.58296809513,
2522,2008.5,,1089.75354978589,
2522,2008.75,,1089.4256837861,
2523,2008,,1502.98724817068,
2523,2008.25,,1332.1375399375,
2523,2008.5,,1152.26030830155,
2523,2008.75,,1146.93722197352,
2591,2008,2486,2001.29691835622,484.703081643784
2591,2008.25,2245,2458.2789776778,-213.278977677796
2591,2008.5,2958,3517.68027798187,-559.68027798187
2591,2008.75,2920,4047.07436558453,-1127.07436558453
2657,2008,,1125.17584384708,
2657,2008.25,,949.892508103623,
2657,2008.5,,783.62651292421,
2657,2008.75,,943.07017966806,
2658,2008,8514,9178.262863876,-664.262863876003
2658,2008.25,,9768.74351134809,
2658,2008.5,,10562.4286175263,
2658,2008.75,7522,10507.4808480699,-2985.48084806986
2678,2008,1579,1971.40791237841,-392.407912378409
2678,2008.25,2146,1907.84062867687,238.159371323133
2678,2008.5,2356,2040.66707422085,315.332925779154
2678,2008.75,2396,2090.92919607006,305.070803929942
2709,2008,,780.783198025788,
2709,2008.25,,766.438916937009,
2709,2008.5,,769.905337640978,
2709,2008.75,,777.580169297234,
2741,2008,,773.784466565775,
2741,2008.25,,1659.23199280771,
2741,2008.5,,2041.2900080566,
2741,2008.75,,1848.89163290084,
2783,2008,6358,5549.06370444833,808.936295551665
2783,2008.25,6396,5856.19081984451,539.80918015549
2783,2008.5,6205,5913.94700423992,291.052995760078
2783,2008.75,6510,5766.18827945337,743.811720546631
2784,2008,,,
2784,2008.25,,5313.80470865004,
2784,2008.5,,5904.95362215157,
2784,2008.75,,4773.99681456198,
2786,2008,,5523.58791541338,
2786,2008.25,,5447.30458170624,
2786,2008.5,,6098.84273095389,
2786,2008.75,,6228.83120900427,
2933,2008,,2244.24881959134,
2933,2008.25,,2146.19384850447,
2933,2008.5,,2280.25139280079,
2933,2008.75,,2319.94975662729,
2941,2008,956,499.750347789153,456.249652210847
2941,2008.25,957,506.325399169677,450.674600830323
2941,2008.5,886,480.862400369117,405.137599630883
2941,2008.75,1002,487.39926763107,514.60073236893
2951,2008,,3134.78756735367,
2951,2008.25,,3049.83047165259,
2951,2008.5,,2993.28149038619,
2951,2008.75,,3013.87455536183,
2970,2008,,774.070412671646,
2970,2008.25,,768.209138885856,
2970,2008.5,,767.825693035071,
2970,2008.75,,762.029686439282,
2977,2008,,435.280905256532,
2977,2008.25,,440.629319692547,
2977,2008.5,,406.350791525729,
2977,2008.75,,400.55478492994,
2978,2008,,416.39815059603,
2978,2008.25,,410.204354746969,
2978,2008.5,,407.925445890196,
2978,2008.75,,402.129439294408,
2984,2008,,,
2984,2008.25,,1809.94830699595,
2984,2008.5,1330,1381.44225793132,-51.4422579313164
2984,2008.75,1380,1038.63469345778,341.365306542218
3012,2008,515,852.695036418574,-337.695036418574
3012,2008.25,518,852.412743916544,-334.412743916544
3012,2008.5,572,849.915935619195,-277.915935619195
3012,2008.75,565,804.084272605646,-239.084272605646
3028,2008,118,373.456135701626,-255.456135701626
3028,2008.25,62,97.4555616831503,-35.4555616831503
3028,2008.5,62,96.976053902976,-34.976053902976
3028,2008.75,62,91.2982773741278,-29.2982773741278
3050,2008,12865,12850.2475131572,14.7524868427681
3050,2008.25,11708,13007.7457560051,-1299.74575600512
3050,2008.5,11265,13166.5450820654,-1901.54508206543
3050,2008.75,13035,13973.8379300566,-938.837930056607
3094,2008,,217.12556564754,
3094,2008.25,,55.9818563984283,
3094,2008.5,,55.6575255811135,
3094,2008.75,,-113.863331621638,
3102,2008,14474,12445.9727845817,2028.02721541827
3102,2008.25,9707,9784.95543312606,-77.9554331260588
3102,2008.5,9707,5473.37303190343,4233.62696809657
3102,2008.75,2201,2994.08854565177,-793.088545651766
3113,2008,1310,910.078249576684,399.921750423316
3113,2008.25,1332,886.548970162458,445.451029837542
3113,2008.5,1056,874.054331829445,181.945668170555
3113,2008.75,1420,977.879765425143,442.120234574857
3166,2008,,776.381310143356,
3166,2008.25,,766.330258360358,
3166,2008.5,,778.575261534666,
3166,2008.75,,762.46368159831,
3197,2008,693,1155.83097453465,-462.830974534654
3197,2008.25,618,1311.80287028478,-693.802870284777
3197,2008.5,696,1476.1713987475,-780.171398747501
3197,2008.75,349,1290.06877465633,-941.068774656331
3257,2008,,1939.3384255303,
3257,2008.25,,1646.06977262976,
3257,2008.5,,1553.95002078793,
3257,2008.75,,1412.937130715,
3274,2008,,2749.02249435209,
3274,2008.25,,2881.56577540407,
3274,2008.5,,2804.5618855627,
3274,2008.75,,2632.27231825232,
3297,2008,1370,915.759605817262,454.240394182738
3297,2008.25,1339,913.105322597235,425.894677402765
3297,2008.5,1201,912.980505017883,288.019494982117
3297,2008.75,1201,907.2731709723,293.7268290277
3301,2008,2254,2866.60503490953,-612.605034909533
3301,2008.25,1671,1900.54335726699,-229.543357266993
3301,2008.5,425,495.814926300419,-70.8149263004188
3301,2008.75,,-108.171311610308,
3307,2008,838,777.090516054306,60.9094839456936
3307,2008.25,846,770.896720205246,75.1032797947544
3307,2008.5,652,596.406345994277,55.5936540057232
3307,2008.75,413,391.26868112567,21.7313188743302
3311,2008,,66.1437488691828,
3311,2008.25,,59.9499530201221,
3311,2008.5,,59.5886753068884,
3311,2008.75,,53.7926687110996,
3350,2008,240,749.934547553887,-509.934547553887
3350,2008.25,248,743.740751704827,-495.740751704827
3350,2008.5,249,744.968190516107,-495.968190516107
3350,2008.75,189,737.583467395804,-548.583467395804
3357,2008,1701,1971.71299305777,-270.712993057769
3357,2008.25,1602,1876.86480153887,-274.864801538867
3357,2008.5,1723,1869.99546536212,-146.995465362116
3357,2008.75,1730,1717.82653607978,12.1734639202243
3367,2008,,2291.30775733617,
3367,2008.25,,2203.08888452836,
3367,2008.5,,2158.83391373138,
3367,2008.75,,1014.18835325063,
3372,2008,6228,7300.23218534529,-1072.23218534529
3372,2008.25,6014,7031.71070984936,-1017.71070984936
3372,2008.5,6025,7042.74608753098,-1017.74608753098
3372,2008.75,5474,6990.55265224987,-1516.55265224987
3373,2008,634,1117.36817953129,-483.368179531286
3373,2008.25,810,1118.91106368765,-308.911063687651
3373,2008.5,872,1125.70270502432,-253.702705024324
3373,2008.75,768,940.479417056024,-172.479417056024
3376,2008,513,435.179799777709,77.8202002222907
3376,2008.25,564,421.30104957751,142.69895042249
3376,2008.5,567,417.163799101361,149.836200898639
3376,2008.75,539,403.246864782589,135.753135217411
3392,2008,744,752.151361309024,-8.15136130902363
3392,2008.25,756,745.957565459963,10.0424345400371
3392,2008.5,780,745.596287746729,34.4037122532708
3392,2008.75,768,739.80028115094,28.1997188490595
3402,2008,380,1131.10538441533,-751.105384415333
3402,2008.25,1260,1124.91158856627,135.088411433728
3402,2008.5,1260,1124.55031085304,135.449689146961
3402,2008.75,1254,1140.18350389023,113.816496109766
3403,2008,,1592.9110440716,
3403,2008.25,,1505.69481870126,
3403,2008.5,,1459.40070839008,
3403,2008.75,,1499.66596992385,
3446,2008,956,817.680724892237,138.319275107763
3446,2008.25,958,811.686442281138,146.313557718862
3446,2008.5,907,810.874412437694,96.1255875623064
3446,2008.75,954,805.285308459051,148.714691540949
3533,2008,,1190.77462132442,
3533,2008.25,,1194.92595633266,
3533,2008.5,,1200.08454486971,
3533,2008.75,,1192.46336161553,
3561,2008,2966,2527.02902280226,438.970977197745
3561,2008.25,2776,2440.02432642717,335.97567357283
3561,2008.5,2775,2406.57002612758,368.429973872422
3561,2008.75,2524,2604.87909442993,-80.8790944299344
3592,2008,,1599.31614204772,
3592,2008.25,,1510.93650720352,
3592,2008.5,,1467.93801863831,
3592,2008.75,,1325.63480169437,
3614,2008,,1328.84187143149,
3614,2008.25,,1330.16307421234,
3614,2008.5,,1176.83755795752,
3614,2008.75,,997.769622849314,
3638,2008,,763.472239199972,
3638,2008.25,,763.197336077125,
3638,2008.5,,942.219003461299,
3638,2008.75,,1109.11116442241,
3644,2008,,2119.56088331769,
3644,2008.25,,2042.91264654997,
3644,2008.5,,1808.07224835535,
3644,2008.75,,1849.61937560033,
3654,2008,,3024.92784101416,
3654,2008.25,,2937.38586099114,
3654,2008.5,,2722.78878764181,
3654,2008.75,,2572.12171422574,
3662,2008,2640,2706.30187953399,-66.3018795339945
3662,2008.25,2360,2617.64302641607,-257.643026416065
3662,2008.5,2107,2572.09772874806,-465.097728748064
3662,2008.75,2796,2613.32333192026,182.676668079742
3677,2008,,3388.83792979714,
3677,2008.25,,3131.40228869171,
3677,2008.5,,2890.14833136115,
3677,2008.75,,2934.77955135685,
3680,2008,480,83.7593014729637,396.240698527036
3680,2008.25,493,73.427453280982,419.572546719018
3680,2008.5,416,74.5144938877707,341.485506112229
3680,2008.75,232,63.3094617294495,168.690538270551
3732,2008,220,245.851099280309,-25.8510992803092
3732,2008.25,271,410.439011158728,-139.439011158728
3732,2008.5,252,802.191891896743,-550.191891896743
3732,2008.75,284,738.684833875574,-454.684833875574
3735,2008,,3681.44705989351,
3735,2008.25,,3805.68721417853,
3735,2008.5,,3679.5846880376,
3735,2008.75,,3628.34688123331,
3768,2008,1414,2136.30678355361,-722.306783553614
3768,2008.25,1365,1925.84098954793,-560.840989547932
3768,2008.5,1365,1923.07816359997,-558.078163599967
3768,2008.75,1333,1570.43533543281,-237.435335432812
3774,2008,8018,6469.75327612152,1548.24672387848
3774,2008.25,8018,6402.14679455793,1615.85320544207
3774,2008.5,8606,6344.91157003113,2261.08842996887
3774,2008.75,8341,6487.5980573614,1853.4019426386
3779,2008,2088,3159.93368977792,-1071.93368977792
3779,2008.25,2176,3208.17582640761,-1032.17582640761
3779,2008.5,2090,3236.51489744421,-1146.51489744421
3779,2008.75,2429,3176.19266185125,-747.192661851249
3796,2008,476,399.328217829962,76.6717821700376
3796,2008.25,472,458.871410332233,13.1285896677667
3796,2008.5,1998,1106.45505810255,891.544941897453
3796,2008.75,1964,1893.62268573685,70.3773142631485
3798,2008,,2663.30542789959,
3798,2008.25,,2222.52288161393,
3798,2008.5,,2202.18337901975,
3798,2008.75,,2241.50063622292,
3810,2008,,2019.19677560627,
3810,2008.25,,1763.63105081883,
3810,2008.5,,1731.66168406588,
3810,2008.75,,1965.40608965228,
3868,2008,879,2621.87216900326,-1742.87216900326
3868,2008.25,898,2533.79713591222,-1635.79713591222
3868,2008.5,899,2489.69869657172,-1590.69869657172
3868,2008.75,834,2355.15436317349,-1521.15436317349
3888,2008,,2436.1667975574,
3888,2008.25,,2349.07325900431,
3888,2008.5,,2309.00656231325,
3888,2008.75,,2336.80430486706,
3898,2008,,936.565018889854,
3898,2008.25,,744.722084395534,
3898,2008.5,,745.55049673089,
3898,2008.75,,574.936011408938,
3903,2008,,826.692346131072,
3903,2008.25,,737.957342574854,
3903,2008.5,,916.12466275024,
3903,2008.75,,781.834164146309,
3905,2008,,1231.65375409293,
3905,2008.25,,1220.58296798257,
3905,2008.5,,978.568446790152,
3905,2008.75,,594.934562326191,
3906,2008,,2569.59709043887,
3906,2008.25,,2645.14176843117,
3906,2008.5,,2617.79219493445,
3906,2008.75,,2659.78776364935,
3990,2008,3120,2673.88714893489,446.11285106511
3990,2008.25,3120,3320.24892038119,-200.248920381186
3990,2008.5,3251,3631.03251230646,-380.032512306457
3990,2008.75,3863,3480.41197526934,382.588024730664
3999,2008,751,,
3999,2008.25,740,429.856495931599,310.143504068401
3999,2008.5,766,429.495218218365,336.504781781635
3999,2008.75,751,423.699211622576,327.300788377424
4022,2008,9540,10006.740411717,-466.740411716955
4022,2008.25,10111,9991.19430723901,119.805692760994
4022,2008.5,2,10135.9314662399,-10133.9314662399
4022,2008.75,10111,11587.0739765537,-1476.07397655368
4047,2008,26559,27218.0609228381,-659.060922838067
4047,2008.25,28716,27633.3570404749,1082.64295952514
4047,2008.5,35292,28511.2348279247,6780.76517207526
4047,2008.75,21700,24616.1479632696,-2916.14796326957
4049,2008,2725,1982.0395923009,742.960407699099
4049,2008.25,2725,1894.63722141475,830.362778585251
4049,2008.5,2522,1850.20879684166,671.79120315834
4049,2008.75,2663,1891.79822988568,771.201770114319
4050,2008,,747.479818924133,
4050,2008.25,,741.286023075072,
4050,2008.5,,740.924745361839,
4050,2008.75,,735.12873876605,
4051,2008,598,849.799835235406,-251.799835235406
4051,2008.25,400,884.867819686716,-484.867819686716
4051,2008.5,584,818.470043030563,-234.470043030563
4051,2008.75,320,400.301834901475,-80.301834901475
4057,2008,,418.31578173957,
4057,2008.25,,414.516144746056,
4057,2008.5,,411.989778931973,
4057,2008.75,,404.228197473296,
4066,2008,2802,2728.70922803206,73.2907719679383
4066,2008.25,6300,2447.78963787413,3852.21036212587
4066,2008.5,2533,2403.54312823696,129.456871763044
4066,2008.75,1895,2501.58541953292,-606.585419532918
4067,2008,,2570.53625657509,
4067,2008.25,,2663.05825172604,
4067,2008.5,,2455.30204868573,
4067,2008.75,,2507.27755539646,
4071,2008,,480.386566883384,
4071,2008.25,,507.467145498919,
4071,2008.5,,482.491845724489,
4071,2008.75,,476.902741745846,
4072,2008,,5164.7929398255,
4072,2008.25,,5287.20562504226,
4072,2008.5,,5556.4098752109,
4072,2008.75,,5503.45337725908,
4073,2008,17136,14112.3723837181,3023.62761628188
4073,2008.25,14790,13829.8317776342,960.16822236577
4073,2008.5,17459,14180.7256552879,3278.27434471213
4073,2008.75,17459,13917.0855069601,3541.91449303994
4079,2008,4100,4798.64519535111,-698.645195351108
4079,2008.25,3644,5094.60081828832,-1450.60081828832
4079,2008.5,3570,5158.68425173952,-1588.68425173952
4079,2008.75,3533,4950.62992549236,-1417.62992549236
4080,2008,3087,3385.81215770051,-298.812157700507
4080,2008.25,2700,2733.46678242803,-33.4667824280309
4080,2008.5,2408,2431.55873781547,-23.5587378154701
4080,2008.75,2798,2676.25353327559,121.746466724412
4098,2008,,1361.83948757151,
4098,2008.25,,1752.97675187746,
4098,2008.5,,1963.48456396375,
4098,2008.75,,1450.69911012555,
4127,2008,1325,1949.51066341157,-624.510663411574
4127,2008.25,494,1340.1120911748,-846.1120911748
4127,2008.5,848,940.437805464112,-92.4378054641115
4127,2008.75,896,1142.0890318914,-246.089031891395
4138,2008,2052,,
4138,2008.25,2139,2915.27529530104,-776.275295301038
4138,2008.5,1999,3046.15642620743,-1047.15642620743
4138,2008.75,1969,2820.05801137898,-851.058011378977
4159,2008,646,788.867557241834,-142.867557241834
4159,2008.25,738,781.787035890719,-43.7870358907186
4159,2008.5,737,781.566156381977,-44.5661563819768
4159,2008.75,638,446.517440051419,191.482559948581
4185,2008,,423.680296536306,
4185,2008.25,,425.008888696341,
4185,2008.5,,467.639019074383,
4185,2008.75,,419.863949335498,
4233,2008,2302,,
4233,2008.25,2227,2884.79782501872,-657.797825018723
4233,2008.5,2121,3019.36634953803,-898.366349538026
4233,2008.75,2094,2766.18360698728,-672.183606987278
4242,2008,3048,2884.98473450201,163.015265497991
4242,2008.25,3145,2985.26561319868,159.734386801321
4242,2008.5,3156,2989.29002027723,166.709979722769
4242,2008.75,3832,2842.55315559287,989.446844407126
4246,2008,646,405.613264431946,240.386735568054
4246,2008.25,504,399.419468582885,104.580531417115
4246,2008.5,256,399.058190869652,-143.058190869652
4246,2008.75,249,393.262184273863,-144.262184273863
4275,2008,3938,3419.64509476678,518.354905233221
4275,2008.25,4070,2799.6912256671,1270.3087743329
4275,2008.5,3186,2400.34269460909,785.657305390905
4275,2008.75,2764,2425.4117131242,338.588286875799
4298,2008,3496,,
4298,2008.25,3352,3276.4089926389,75.5910073610967
4298,2008.5,3232,3389.50477389465,-157.504773894645
4298,2008.75,3224,2965.88213633606,258.11786366394
4314,2008,1905,,
