"nr","time","Valandos","Prognoze","Skirtumas"
4314,2008.25,2220,1828.00723838602,391.992761613984
4314,2008.5,2298,1827.64596067278,470.354039327218
4314,2008.75,1935,1825.28601539745,109.713984602545
4320,2008,1219,,
4320,2008.25,1196,782.352820383605,413.647179616395
4320,2008.5,1643,1102.97708354797,540.022916452027
4320,2008.75,1563,882.620576861048,680.379423138952
4321,2008,1823,1837.0746844512,-14.0746844511959
4321,2008.25,1730,1543.9287183679,186.071281632102
4321,2008.5,1578,1571.26051306611,6.73948693389298
4321,2008.75,1687,1602.04927561274,84.9507243872645
4326,2008,666,762.598314243469,-96.5983142434693
4326,2008.25,691,757.40208458422,-66.40208458422
4326,2008.5,686,757.114700662824,-71.1147006628241
4326,2008.75,747,751.244800275197,-4.24480027519746
4438,2008,,450.224060563514,
4438,2008.25,,444.030264714453,
4438,2008.5,,437.682475863309,
4438,2008.75,,430.948018111179,
4449,2008,,1761.50176864492,
4449,2008.25,,2035.65728411458,
4449,2008.5,,2160.53023943721,
4449,2008.75,,2207.29790228492,
4472,2008,,436.648657003853,
4472,2008.25,,430.454861154793,
4472,2008.5,,437.881989101271,
4472,2008.75,,424.29757684577,
4494,2008,,1241.15549345723,
4494,2008.25,,1534.26400690117,
4494,2008.5,,2001.75454234506,
4494,2008.75,,1344.02521464291,
4513,2008,,452.166353289807,
4513,2008.25,,445.972557440746,
4513,2008.5,,445.611279727513,
4513,2008.75,,613.936980250275,
4519,2008,,472.095508948482,
4519,2008.25,,465.901713099421,
4519,2008.5,,465.621718557209,
4519,2008.75,,459.729650032031,
4522,2008,,1623.46014366703,
4522,2008.25,,1536.89542760206,
4522,2008.5,,1318.68120843398,
4522,2008.75,,1178.69211869806,
4530,2008,,254.442969058238,
4530,2008.25,,60.2797695002085,
4530,2008.5,,59.9184917869748,
4530,2008.75,,53.1914234140288,
4559,2008,,1173.7253453346,
4559,2008.25,,1170.81243384314,
4559,2008.5,,1170.45854550909,
4559,2008.75,,1164.77337960106,
4615,2008,,774.679949208962,
4615,2008.25,,768.486153359901,
4615,2008.5,,768.124875646667,
4615,2008.75,,762.277143396592,
4649,2008,,410.046891942218,
4649,2008.25,,403.853096093158,
4649,2008.5,,403.491818379924,
4649,2008.75,,394.001122192241,
4658,2008,,429.200162786596,
4658,2008.25,,423.006366937535,
4658,2008.5,,258.45470772876,
4658,2008.75,,55.3860690316136,
4690,2008,,1735.32068077699,
4690,2008.25,,1532.112881098,
4690,2008.5,,1733.56870368415,
4690,2008.75,,1894.46807812721,
4714,2008,,2357.7573390675,
4714,2008.25,,2274.04403385849,
4714,2008.5,,2055.38560380039,
4714,2008.75,,1891.65873021766,
4732,2008,1135,1947.6239342428,-812.623934242803
4732,2008.25,1199,1859.3246804168,-660.324680416797
4732,2008.5,1138,1673.49555042128,-535.495550421276
4732,2008.75,1051,1506.04999710208,-455.049997102082
4739,2008,,756.945439167872,
4739,2008.25,,750.751643318811,
4739,2008.5,,750.915011527626,
4739,2008.75,,744.55741211387,
4749,2008,,3448.3741185139,
4749,2008.25,,3746.39289601429,
4749,2008.5,,2729.0385625716,
4749,2008.75,,2704.85019872216,
4762,2008,1980,1951.59221819367,28.4077818063333
4762,2008.25,1983,1863.19989160975,119.800108390249
4762,2008.5,2176,1822.61283359038,353.387166409623
4762,2008.75,1950,1864.42225678946,85.577743210544
4767,2008,,107.48461981929,
4767,2008.25,,83.556313929139,
4767,2008.5,,74.3277811953604,
4767,2008.75,,68.5317745995715,
4787,2008,,9051.48958431653,
4787,2008.25,,9480.01146563874,
4787,2008.5,,10022.545812412,
4787,2008.75,,8845.60822687416,
4788,2008,,1175.89043343545,
4788,2008.25,,1170.43557550477,
4788,2008.5,,1168.68509450499,
4788,2008.75,,1181.27386331846,
4803,2008,17073,16555.2118282006,517.788171799428
4803,2008.25,16089,26628.7592142865,-10539.7592142865
4803,2008.5,35650,30269.0043240116,5380.99567598844
4803,2008.75,35480,29530.9683893512,5949.0316106488
4804,2008,3480,3184.13252253676,295.867477463245
4804,2008.25,3088,3243.29914310051,-155.299143100511
4804,2008.5,4033,3264.74670957034,768.253290429662
4804,2008.75,3976,3423.83328141599,552.166718584013
4817,2008,,903.212151713425,
4817,2008.25,,897.018355864364,
4817,2008.5,,946.918294377589,
4817,2008.75,,938.920252785032,
4819,2008,1651,1599.0962339943,51.9037660057015
4819,2008.25,1898,1508.0809478693,389.9190521307
4819,2008.5,1898,1463.84712997184,434.152870028159
4819,2008.75,1995,1504.84005124926,490.159948750739
4846,2008,,407.867025083001,
4846,2008.25,,401.710176129859,
4846,2008.5,,401.275004624788,
4846,2008.75,,395.826298850637,
4854,2008,,1433.13112554968,
4854,2008.25,,1679.73050905252,
4854,2008.5,,2052.67003038861,
4854,2008.75,,2288.56421416793,
4855,2008,4354,3536.27272774084,817.727272259163
4855,2008.25,4544,3645.56316978687,898.436830213127
4855,2008.5,5437,3544.39254307725,1892.60745692275
4855,2008.75,5403,3710.75998375042,1692.24001624958
4856,2008,,2301.40461937534,
4856,2008.25,,1850.46445073784,
4856,2008.5,,2219.25491909812,
4856,2008.75,,2440.42181062704,
4860,2008,,3602.24115404526,
4860,2008.25,,3337.24969722955,
4860,2008.5,,3113.49764896586,
4860,2008.75,,2981.35205437375,
4874,2008,956,2381.67280727031,-1425.67280727031
4874,2008.25,926,2117.28632338101,-1191.28632338101
4874,2008.5,958,1724.43173247713,-766.431732477133
4874,2008.75,936,1595.59445137071,-659.594451370711
4875,2008,,1130.44575145516,
4875,2008.25,,1124.2519556061,
4875,2008.5,,963.047685167581,
4875,2008.75,,779.693910132779,
4879,2008,,2306.91846034946,
4879,2008.25,,2211.90950679417,
4879,2008.5,,2167.13840524878,
4879,2008.75,,2207.89864463142,
4885,2008,,1172.71300038642,
4885,2008.25,,1006.65899924352,
4885,2008.5,,818.542609817649,
4885,2008.75,,808.88195790874,
4891,2008,1196,783.547204229507,412.452795770493
4891,2008.25,1272,945.445382085027,326.554617914973
4891,2008.5,1573,1127.31196045496,445.688039545041
4891,2008.75,1267,1139.39086210475,127.609137895247
4897,2008,,72.0155997371098,
4897,2008.25,,65.8218038880491,
4897,2008.5,,65.4605261748154,
4897,2008.75,,59.6645195790266,
4898,2008,,758.60066010504,
4898,2008.25,,764.052525849629,
4898,2008.5,,752.607179360714,
4898,2008.75,,757.799179611217,
4902,2008,,574.0911098223,
4902,2008.25,,567.897313973239,
4902,2008.5,,567.536036260006,
4902,2008.75,,561.740029664217,
4912,2008,3704,3516.55037880603,187.449621193973
4912,2008.25,6064,4877.84977373977,1186.15022626023
4912,2008.5,7446,6172.31076948265,1273.68923051735
4912,2008.75,8063,6814.6745305352,1248.3254694648
4927,2008,5936,5017.66984583963,918.330154160366
4927,2008.25,6343,5134.26653822803,1208.73346177197
4927,2008.5,5872,5203.7236009633,668.276399036704
4927,2008.75,5872,5448.33862594821,423.661374051788
4932,2008,2476,2790.57650173995,-314.576501739952
4932,2008.25,2476,2352.9900183525,123.009981647497
4932,2008.5,2114,2037.79720662761,76.2027933723884
4932,2008.75,1994,2193.4826554851,-199.482655485104
4933,2008,46075,44813.764797887,1261.23520211303
4933,2008.25,47499,45070.8931641295,2428.10683587045
4933,2008.5,50216,47388.0582346561,2827.94176534392
4933,2008.75,49722,48501.1237458856,1220.87625411435
4966,2008,653,859.687367339253,-206.687367339253
4966,2008.25,1277,1232.56547568206,44.4345243179437
4966,2008.5,1284,1178.43907502758,105.560924972415
4966,2008.75,1336,1172.17753754322,163.822462456782
4975,2008,,587.594988178262,
4975,2008.25,,742.650600909595,
4975,2008.5,,764.858770047433,
4975,2008.75,,590.793444646653,
4999,2008,448,458.078409762133,-10.0784097621333
4999,2008.25,349,580.782966182246,-231.782966182246
4999,2008.5,64,54.974822622328,9.02517737767196
4999,2008.75,63,49.1788160265392,13.8211839734608
5008,2008,,801.997110119448,
5008,2008.25,,795.803314270387,
5008,2008.5,,754.453150224684,
5008,2008.75,,748.413294115831,
5018,2008,1300,1224.02827712898,75.971722871016
5018,2008.25,1736,1433.6470657534,302.352934246596
5018,2008.5,1624,1639.65763676269,-15.6576367626944
5018,2008.75,2276,1943.03163124836,332.968368751643
5032,2008,517,697.501311324641,-180.501311324641
5032,2008.25,626,1078.36157315415,-452.361573154151
5032,2008.5,795,1143.5424648329,-348.542464832896
5032,2008.75,1109,1305.15860905678,-196.15860905678
5046,2008,,750.998543559442,
5046,2008.25,,744.154482342208,
5046,2008.5,,744.916639352514,
5046,2008.75,,739.201915927747,
5051,2008,1,795.069050099154,-794.069050099154
5051,2008.25,922,789.326006380305,132.673993619695
5051,2008.5,1040,790.442604503828,249.557395496172
5051,2008.75,1021,784.64659790804,236.35340209196
5062,2008,3300,3732.78691964613,-432.786919646127
5062,2008.25,3371,3662.72568300473,-291.725683004735
5062,2008.5,3210,3727.97304020775,-517.973040207749
5062,2008.75,3419,3884.45619381726,-465.456193817261
5081,2008,,762.740516170084,
5081,2008.25,,407.654466048887,
5081,2008.5,,409.125754373233,
5081,2008.75,,403.329747777444,
5085,2008,10080,8903.04371118234,1176.95628881766
5085,2008.25,10080,8852.51898910405,1227.48101089595
5085,2008.5,9367,9306.49603573408,60.5039642659249
5085,2008.75,10836,9948.18401666599,887.815983334005
5091,2008,3451,3497.99190323309,-46.9919032330872
5091,2008.25,4365,3089.2542871957,1275.7457128043
5091,2008.5,,2037.05568506773,
5091,2008.75,,1246.1372075387,
5139,2008,956,623.4956746408,332.5043253592
5139,2008.25,988,424.651503684383,563.348496315617
5139,2008.5,667,416.967351200016,250.032648799984
5139,2008.75,1008,417.682708544304,590.317291455696
5141,2008,284,,
5141,2008.25,286,416.394676290168,-130.394676290168
5141,2008.5,265,415.804327822237,-150.804327822237
5141,2008.75,287,410.037878743183,-123.037878743183
5168,2008,3226,2933.63358769495,292.366412305046
5168,2008.25,3258,3274.22805314194,-16.2280531419437
5168,2008.5,2950,2785.86513161829,164.134868381712
5168,2008.75,2156,2741.82479723563,-585.824797235632
5183,2008,2638,,
5183,2008.25,2564,3940.01378557927,-1376.01378557927
5183,2008.5,2640,4109.31455247183,-1469.31455247183
5183,2008.75,2084,3975.5608105902,-1891.5608105902
5194,2008,,895.063753182383,
5194,2008.25,,1097.78825102833,
5194,2008.5,,1050.84973810687,
5194,2008.75,,628.375652684703,
5195,2008,,422.226392559223,
5195,2008.25,,416.195163052205,
5195,2008.5,,415.833885338972,
5195,2008.75,,410.037878743183,
5196,2008,120,434.788337171662,-314.788337171662
5196,2008.25,119,419.764233197975,-300.764233197975
5196,2008.5,128,419.159105971676,-291.159105971676
5196,2008.75,123,413.355709996704,-290.355709996704
5197,2008,,406.871262615312,
5197,2008.25,,400.307997807062,
5197,2008.5,,400.316189053018,
5197,2008.75,,394.520182457229,
5234,2008,573,547.616564030623,25.3834359693772
5234,2008.25,383,485.30782265988,-102.30782265988
5234,2008.5,383,518.368706994917,-135.368706994917
5234,2008.75,626,505.478896382692,120.521103617308
5244,2008,,771.947682633083,
5244,2008.25,,765.813001817493,
5244,2008.5,,765.606901067119,
5244,2008.75,,759.707443162757,
5289,2008,334,432.497629624687,-98.4976296246874
5289,2008.25,510,766.418930910563,-256.418930910563
5289,2008.5,1108,962.657851792963,145.342148207037
5289,2008.75,219,589.94546976264,-370.94546976264
5296,2008,2587,2368.24428997584,218.755710024159
5296,2008.25,2775,2282.90644208331,492.093557916685
5296,2008.5,2292,2309.02258077596,-17.0225807759648
5296,2008.75,2467,2284.85187977711,182.148120222893
5299,2008,,2411.5195758671,
5299,2008.25,,2297.02880184941,
5299,2008.5,,2257.95629143601,
5299,2008.75,,2293.75406059013,
5315,2008,3073,2708.77061440878,364.229385591223
5315,2008.25,2866,2417.80339697654,448.196603023461
5315,2008.5,2625,2383.94719158597,241.052808414026
5315,2008.75,3060,2405.90250329102,654.097496708978
5322,2008,360,784.194774786544,-424.194774786544
5322,2008.25,372,778.000978937483,-406.000978937483
5322,2008.5,284,777.706205636903,-493.706205636903
5322,2008.75,327,766.774580508382,-439.774580508382
5323,2008,20982,20285.9745790872,696.025420912843
5323,2008.25,17558,19786.4024451836,-2228.4024451836
5323,2008.5,16566,19120.4036633421,-2554.40366334206
5323,2008.75,11936,17210.7923560982,-5274.79235609815
5330,2008,,337.188894565962,
5330,2008.25,,263.128256372399,
5330,2008.5,,143.534275821813,
5330,2008.75,,301.848524430279,
5332,2008,,,
5332,2008.25,,825.308825148135,
5332,2008.5,,951.977434660976,
5332,2008.75,,731.571098330633,
5374,2008,,,
5374,2008.25,,-603.582037051176,
5374,2008.5,,97.5198096921507,
5374,2008.75,,-126.163783955284,
5407,2008,478,106.444521076498,371.555478923502
5407,2008.25,494,104.68435273771,389.31564726229
5407,2008.5,511,104.404358195498,406.595641804502
5407,2008.75,501,98.6083515997093,402.391648400291
5439,2008,,1150.76941972425,
5439,2008.25,,1137.91040385142,
5439,2008.5,,1131.61438286205,
5439,2008.75,,1129.78647288795,
5462,2008,,,
5462,2008.25,,348.804244897797,
5462,2008.5,,475.940486448867,
5462,2008.75,,255.288834950929,
5474,2008,,1508.64751262546,
5474,2008.25,,1509.68791899733,
5474,2008.5,,1509.43009259267,
5474,2008.75,,1307.3294625686,
5518,2008,2988,4199.33660397758,-1211.33660397758
5518,2008.25,2988,4170.04547866612,-1182.04547866612
5518,2008.5,3484,4155.90800621263,-671.908006212627
5518,2008.75,3049,3698.47108946868,-649.471089468683
5529,2008,336,415.738517635857,-79.7385176358574
5529,2008.25,347,409.544721786797,-62.5447217867967
5529,2008.5,358,409.183444073563,-51.1834440735631
5529,2008.75,317,405.389959236581,-88.3899592365806
5549,2008,4293,2668.75559234622,1624.24440765378
5549,2008.25,2548,2407.12321597505,140.876784024947
5549,2008.5,2646,2363.50283216381,282.497167836186
5549,2008.75,2651,1708.93374765068,942.066252349321
5556,2008,,2713.35859628433,
5556,2008.25,,2656.39524781445,
5556,2008.5,,2415.6574212323,
5556,2008.75,,2255.38693143194,
5580,2008,,425.670409067423,
5580,2008.25,,419.424887564076,
5580,2008.5,,390.532651013684,
5580,2008.75,,590.285381205094,
5584,2008,8566,9442.39927784954,-876.399277849536
5584,2008.25,9494,8956.60118443681,537.398815563192
5584,2008.5,9313,8951.08641881645,361.913581183546
5584,2008.75,10281,10427.3929688174,-146.392968817361
5599,2008,1737,2787.27389325915,-1050.27389325915
5599,2008.25,2244,2693.92755760651,-449.927557606514
5599,2008.5,2544,2826.06441862598,-282.064418625983
5599,2008.75,3150,3069.74222582925,80.2577741707455
5615,2008,,75.4904116756126,
5615,2008.25,,69.2966158265519,
5615,2008.5,,64.3613123985538,
5615,2008.75,,63.1393315175294,
5616,2008,,75.4904116756126,
5616,2008.25,,69.2966158265519,
5616,2008.5,,64.3613123985538,
5616,2008.75,,63.1393315175294,
5639,2008,2200,1949.68002344383,250.319976556169
5639,2008.25,2608,2044.24115810898,563.758841891021
5639,2008.5,2608,2014.01055969698,593.989440303025
5639,2008.75,2608,1690.81840449759,917.181595502409
5647,2008,2733,3038.38119458082,-305.381194580816
5647,2008.25,2627,2951.24111964877,-324.241119648771
5647,2008.5,2470,2902.81056648558,-432.81056648558
5647,2008.75,2754,2770.19960810392,-16.1996081039229
5656,2008,8435,7659.59920658678,775.400793413224
5656,2008.25,8541,7737.67899425681,803.321005743191
5656,2008.5,7375,7598.66090299455,-223.660902994546
5656,2008.75,7970,7349.90550474093,620.094495259073
5658,2008,1281,1142.78781841421,138.212181585792
5658,2008.25,1142,1137.9832258517,4.01677414830056
5658,2008.5,1292,1134.85832032373,157.141679676271
5658,2008.75,1163,1130.43673825612,32.563261743875
5672,2008,772,1649.02979597989,-877.02979597989
5672,2008.25,864,1878.97998202251,-1014.97998202251
5672,2008.5,1014,2036.23379593779,-1022.23379593779
5672,2008.75,1116,1911.29287892385,-795.292878923848
5679,2008,,,
5679,2008.25,,348.804244897797,
5679,2008.5,,288.616008421396,
5679,2008.75,,-130.0313308944,
5701,2008,,1473.40687512152,
5701,2008.25,,1375.3899792538,
5701,2008.5,,2989.55014627721,
5701,2008.75,,2821.63076800866,
5707,2008,,,
5707,2008.25,,350.582779862862,
5707,2008.5,,478.439634718742,
5707,2008.75,,257.588664647133,
5712,2008,,792.491228555569,
5712,2008.25,,786.297432706508,
5712,2008.5,,625.269435576844,
5712,2008.75,,469.448487380834,
5715,2008,,421.253787147565,
5715,2008.25,,415.059991298504,
5715,2008.5,,406.966630318427,
5715,2008.75,,401.170623722638,
5749,2008,,308.263976319935,
5749,2008.25,,419.217419138375,
5749,2008.5,,420.267512849244,
5749,2008.75,,410.037878743183,
5787,2008,1214,1748.18540281252,-534.185402812525
5787,2008.25,1512,1783.89350652928,-271.893506529278
5787,2008.5,15120,1757.52525195625,13362.4747480437
5787,2008.75,1266,759.724750727397,506.275249272603
5796,2008,,1485.62220708878,
5796,2008.25,,1457.89576029816,
5796,2008.5,,1457.65271265187,
5796,2008.75,,1465.35710182486,
5850,2008,,79.9240391858851,
5850,2008.25,,74.476321546783,
5850,2008.5,,241.10624912735,
5850,2008.75,,410.037878743183,
5868,2008,,413.521703880721,
5868,2008.25,,407.327908031661,
5868,2008.5,,406.966630318427,
5868,2008.75,,400.697703454876,
5871,2008,488,422.388958901266,65.6110410987338
5871,2008.25,488,422.106666399235,65.8933336007645
5871,2008.5,488,629.318815369559,-141.318815369559
5871,2008.75,488,809.430575690463,-321.430575690463
5874,2008,3392,3105.77010188711,286.229898112892
5874,2008.25,3212,3194.13343699147,17.866563008527
5874,2008.5,3334,3324.15500805846,9.84499194154432
5874,2008.75,3450,3731.88827607528,-281.888276075283
5880,2008,,773.137372681673,
5880,2008.25,,766.418930910563,
5880,2008.5,,766.611856636114,
5880,2008.75,,760.520274872973,
5894,2008,,1638.49402602182,
5894,2008.25,,1732.91722262159,
5894,2008.5,,1949.60226006676,
5894,2008.75,,1984.44391816235,
5909,2008,717,482.856248762199,234.143751237801
5909,2008.25,742,476.603337879668,265.396662120332
5909,2008.5,766,476.242060166434,289.757939833566
5909,2008.75,436,470.061805853089,-34.0618058530886
5929,2008,,1679.28645190126,
5929,2008.25,,794.521630971218,
5929,2008.5,,739.838280708478,
5929,2008.75,,780.831201985898,
5945,2008,1217,945.374788108359,271.625211891641
5945,2008.25,1257,589.925233074016,667.074766925984
5945,2008.5,1302,240.204744866928,1061.79525513307
5945,2008.75,176,58.7278721448083,117.272127855192
5948,2008,,442.008326442777,
5948,2008.25,,407.327908031661,
5948,2008.5,,406.966630318427,
5948,2008.75,,418.61694797556,
5962,2008,3718,7599.92726520502,-3881.92726520502
5962,2008.25,3718,5208.42369896559,-1490.42369896559
5962,2008.5,3172,2799.48050136299,372.519498637013
5962,2008.75,2957,2960.64110556389,-3.64110556388641
5968,2008,7029,6356.60377333437,672.396226665634
5968,2008.25,7378,6473.12794710894,904.872052891056
5968,2008.5,5639,5803.82881518589,-164.828815185892
5968,2008.75,5129,4833.32283721474,295.677162785258
5974,2008,1946,4397.78080625746,-2451.78080625746
5974,2008.25,1485,4323.44097140069,-2838.44097140069
5974,2008.5,1391,4389.67820768235,-2998.67820768235
5974,2008.75,1516,4731.82215938163,-3215.82215938163
5985,2008,,68.2973680756885,
5985,2008.25,,72.5521543925033,
5985,2008.5,,63.8260994432222,
5985,2008.75,,60.3799154278778,
6003,2008,,884.111663227231,
6003,2008.25,,795.520499387782,
6003,2008.5,,751.210531052032,
6003,2008.75,,792.203452329452,
6004,2008,,1203.6836922678,
6004,2008.25,,1322.28010810633,
6004,2008.5,,1520.17424992589,
6004,2008.75,,1341.66790763566,
6005,2008,,755.986623596102,
6005,2008.25,,749.792827747042,
6005,2008.5,,746.882214215401,
6005,2008.75,,743.251295720462,
6017,2008,1095,1463.31367133292,-368.313671332924
6017,2008.25,1165,1457.40067189285,-292.400671892847
6017,2008.5,719,1277.24264384791,-558.242643847914
6017,2008.75,534,1078.1716592892,-544.171659289196
6045,2008,,5038.89567034999,
6045,2008.25,,4600.94659389345,
6045,2008.5,,4114.03404464619,
6045,2008.75,,4309.84766846096,
6047,2008,,4147.88860928095,
6047,2008.25,,2499.26867835419,
6047,2008.5,,3018.20574749826,
6047,2008.75,,3796.96273674962,
6048,2008,1424,1490.98178333701,-66.9817833370121
6048,2008.25,1378,1455.39407897362,-77.3940789736241
6048,2008.5,1378,1504.40124358727,-126.401243587275
6048,2008.75,1378,1725.4797221031,-347.479722103096
6051,2008,,82.1408529410213,
6051,2008.25,,75.9470570919606,
6051,2008.5,,75.5857793787269,
6051,2008.75,,69.7897727829381,
6079,2008,,413.521703880721,
6079,2008.25,,407.327908031661,
6079,2008.5,,406.966630318427,
6079,2008.75,,401.170623722638,
6083,2008,503,414.925685925641,88.0743140743592
6083,2008.25,533,416.335561256697,116.664438743303
6083,2008.5,768,415.833885338972,352.166114661028
6083,2008.75,621,405.21261413617,215.78738586383
6091,2008,683,1132.84910341201,-449.849103412014
6091,2008.25,630,1140.16309271092,-510.163092710917
6091,2008.5,677,1156.3835818861,-479.383581886102
6091,2008.75,763,1316.99477054099,-553.994770540991
6123,2008,441,750.710606858878,-309.710606858878
6123,2008.25,356,744.627651697574,-388.627651697574
6123,2008.5,185,589.142760747307,-404.142760747307
6123,2008.75,189,406.047613983938,-217.047613983938
6129,2008,242,738.362954242769,-496.362954242769
6129,2008.25,358,736.159423152954,-378.159423152954
6129,2008.5,358,741.635754994912,-383.635754994912
6129,2008.75,491,734.48749200849,-243.48749200849
6131,2008,,103.710450778497,
6131,2008.25,,97.560991204539,
6131,2008.5,,288.383497145222,
6131,2008.75,,483.022776941452,
6141,2008,532,429.046789545859,102.953210454141
6141,2008.25,496,416.195163052205,79.8048369477945
6141,2008.5,512,415.833885338972,96.1661146610282
6141,2008.75,504,410.037878743183,93.9621212568171
6147,2008,,3159.65100414843,
6147,2008.25,,3273.03149601391,
6147,2008.5,,2970.73185088673,
6147,2008.75,,2568.52479687148,
6159,2008,2352,1622.84250636812,729.157493631884
6159,2008.25,2398,1534.29364832772,863.706351672284
6159,2008.5,2474,1491.29515976251,982.704840237492
6159,2008.75,2436,1531.48850143789,904.511498562112
6169,2008,,793.672457433418,
6169,2008.25,,787.478661584358,
6169,2008.5,,787.664197930724,
6169,2008.75,,781.321377275335,
6199,2008,,757.065472956935,
6199,2008.25,,750.871677107875,
6199,2008.5,,750.887257733014,
6199,2008.75,,744.714392798852,
6205,2008,555,1087.42658956927,-532.426589569272
6205,2008.25,766,1087.82411995215,-321.82411995215
6205,2008.5,793,1087.46284223892,-294.462842238916
6205,2008.75,777,1081.66683564313,-304.666835643128
6208,2008,,3683.61418856326,
6208,2008.25,,4225.37283860057,
6208,2008.5,,4171.17177444699,
6208,2008.75,,3838.36774170351,
6229,2008,9050,8087.5977253973,962.402274602699
6229,2008.25,8585,7656.12818708557,928.871812914434
6229,2008.5,8749,7528.78196671763,1220.21803328237
6229,2008.75,10240,8053.27624178579,2186.72375821421
6250,2008,,672.85691801659,
6250,2008.25,,1027.27635715829,
6250,2008.5,,1217.35334953153,
6250,2008.75,,1186.90637397863,
6262,2008,627,,
6262,2008.25,484,1175.29210771128,-691.292107711284
6262,2008.5,451,1302.49734415324,-851.49734415324
6262,2008.75,498,1081.70003677454,-583.700036774542
6264,2008,,,
6264,2008.25,,1932.63942375788,
6264,2008.5,,2063.17174716035,
6264,2008.75,,1471.25955535987,
6277,2008,,1091.80110204607,
6277,2008.25,,1085.60730619701,
6277,2008.5,,1085.24602848378,
6277,2008.75,,1079.45002188799,
6279,2008,,3300.4023817116,
6279,2008.25,,3401.10661988136,
6279,2008.5,,3285.34162214046,
6279,2008.75,,3456.9195252166,
6283,2008,354,4084.97447956926,-3730.97447956926
6283,2008.25,3868,3655.6913774642,212.308622535802
6283,2008.5,3928,3550.80054586561,377.19945413439
6283,2008.75,4482,3772.12621802224,709.873781977756
6284,2008,,813.980549048545,
6284,2008.25,,703.453828401818,
6284,2008.5,,728.720768277203,
6284,2008.75,,772.895085643162,
6286,2008,3159,4198.07088375219,-1039.07088375219
6286,2008.25,3556,4060.6267081614,-504.626708161395
6286,2008.5,2669,3666.97536520519,-997.975365205195
6286,2008.75,3700,3667.63187845048,32.3681215495249
6289,2008,,422.388958901266,
6289,2008.25,,416.195163052205,
6289,2008.5,680,415.833885338972,264.166114661028
6289,2008.75,502,410.503409631762,91.4965903682385
6291,2008,,280.3573415969,
6291,2008.25,,4.94596647524284,
6291,2008.5,,31.5976785017145,
6291,2008.75,,87.8334612783818,
6292,2008,4894,3832.8952400939,1061.1047599061
6292,2008.25,4860,3550.34131824935,1309.65868175065
6292,2008.5,13674,2874.20368104308,10799.7963189569
6292,2008.75,,1267.84179549346,
6306,2008,1545,1261.59345234536,283.406547654639
6306,2008.25,1674,1177.74899915929,496.25100084071
6306,2008.5,1454,955.642646478637,498.357353521363
6306,2008.75,1109,637.133743234056,471.866256765944
6307,2008,,478.547347699072,
6307,2008.25,,983.006507199363,
6307,2008.5,,1395.87912664362,
6307,2008.75,,2036.3237940405,
6323,2008,1658,1607.09205738191,50.9079426180936
6323,2008.25,1742,1539.75109640513,202.248903594871
6323,2008.5,1767,1474.51244927949,292.487550720514
6323,2008.75,1714,1516.70262467001,197.297375329988
6329,2008,7039,7553.67004299763,-514.670042997625
6329,2008.25,9528,12020.594581618,-2492.594581618
6329,2008.5,17677,15910.3137380019,1766.68626199805
6329,2008.75,17082,15845.1540286676,1236.84597133244
6330,2008,,4892.50732757443,
6330,2008.25,,4450.35942337771,
6330,2008.5,,4155.49293616706,
6330,2008.75,,3932.22420474047,
6331,2008,15116,14448.5839665914,667.416033408577
6331,2008.25,9867,7333.0573823714,2533.9426176286
6331,2008.5,2374,1380.51119538452,993.488804615479
6331,2008.75,,1155.27956084494,
6340,2008,,1133.42547498835,
6340,2008.25,,1130.30566087974,
6340,2008.5,,1124.80876463378,
6340,2008.75,,1110.13811363826,
6343,2008,,1652.83731789436,
6343,2008.25,,1564.24615405491,
6343,2008.5,,1520.17309819384,
6343,2008.75,,1555.85241111062,
6358,2008,971,749.197059029186,221.802940970814
6358,2008.25,1213,661.611699358199,551.388300641801
6358,2008.5,1149,542.663134470611,606.336865529389
6358,2008.75,1125,700.991886801841,424.008113198159
6362,2008,11464,12825.2644832796,-1361.26448327961
6362,2008.25,13370,14306.265321019,-936.265321018978
6362,2008.5,17505,14827.7578203469,2677.24217965309
6362,2008.75,11935,13845.5474730883,-1910.54747308832
6363,2008,16195,14265.381474977,1929.61852502295
6363,2008.25,14978,14224.576035768,753.423964232015
6363,2008.5,15137,13748.7816149098,1388.21838509025
6363,2008.75,15673,14095.3704225696,1577.62957743036
6370,2008,,1369.46279028786,
6370,2008.25,,1477.58106644377,
6370,2008.5,,1505.47677472934,
6370,2008.75,,1352.45640124399,
6372,2008,516,547.916103401719,-31.9161034017186
6372,2008.25,565,475.460371319831,89.5396286801691
6372,2008.5,606,431.400007198475,174.599992801525
6372,2008.75,624,446.700616713002,177.299383286998
6373,2008,,2326.1718568642,
6373,2008.25,,2237.94029231667,
6373,2008.5,,2197.96243780361,
6373,2008.75,,2065.75761509283,
6374,2008,,764.299675177863,
6374,2008.25,,754.810216212833,
6374,2008.5,,759.909689716418,
6374,2008.75,,747.950940881351,
6375,2008,8004,6640.97826556798,1363.02173443202
6375,2008.25,8118,6781.90132696228,1336.09867303772
6375,2008.5,6776,6661.51361898128,114.486381018716
6375,2008.75,7899,6871.36286910999,1027.63713089001
6388,2008,,,
6388,2008.25,,345.503989283744,
6388,2008.5,,473.035034932662,
6388,2008.75,,252.433213078142,
6393,2008,1632,1981.40937273112,-349.409372731118
6393,2008.25,1709,1894.35813997708,-185.358139977078
6393,2008.5,1756,1850.12432207962,-94.1243220796184
